ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-3637878,2,4/13/2020 1:51,4/13/2020 2:21,43.06053,-88.05336,43.06053,-88.05336,0,At North Ave/Exit 42 - Accident. Hard shoulder blocked.,,I-41 S,R,Milwaukee,Milwaukee,WI,53226,US,US/Central,KMWC,4/13/2020 1:55,34,24,87,28.67,4,NW,14,0.04,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3637907,3,4/13/2020 7:31,4/13/2020 7:46,44.19682,-88.4867,44.19682,-88.4867,0,At WI-150/CR-II/Winchester Rd/Exit 133 - Accident. Hard shoulder blocked.,,US-41 N,R,Neenah,Winnebago,WI,54956,US,US/Central,KATW,4/13/2020 7:45,30,17,75,28.62,10,WNW,21,0,Mostly Cloudy / Windy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3637919,3,4/13/2020 8:24,4/13/2020 10:24,43.16127,-89.26747,43.16127,-89.26747,0,At Reiner Rd - Accident. Hard shoulder blocked.,,Reiner Rd,R,Sun Prairie,Dane,WI,53590,US,US/Central,KMSN,4/13/2020 8:53,30,21,72,28.86,10,NW,12,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3637940,2,4/13/2020 13:18,4/13/2020 13:45,44.01578,-90.49278,44.02041,-90.5015,0.539,At WI-21/Exit 143 - Accident.,,I-94 W,R,Tomah,Monroe,WI,54660,US,US/Central,KVOK,4/13/2020 12:56,32,20,64,28.93,10,WNW,21,0,Fair / Windy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3639870,3,4/14/2020 12:26,4/14/2020 13:45,43.04504,-87.92648,43.04504,-87.92648,0,At WI-145/Exit 73 - Accident. Hard shoulder blocked.,,I-43 S,R,Milwaukee,Milwaukee,WI,53233,US,US/Central,KMKE,4/14/2020 12:52,36,27,41,29.34,7,WSW,15,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3639890,3,4/14/2020 13:26,4/14/2020 13:56,42.94491,-87.98829,42.94491,-87.98829,0,At WI-36/Loomis Rd - Accident.,,W Grange Ave,R,Greendale,Milwaukee,WI,53129,US,US/Central,KMKE,4/14/2020 13:15,34,25,52,29.33,9,WNW,14,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3639950,3,4/14/2020 16:17,4/14/2020 16:47,43.08945,-88.05269,43.08945,-88.05269,0,At I-41/US-45/Zoo Fwy - Accident. Left lane blocked.,4497, Menomonee River Pkwy,L,Milwaukee,Milwaukee,WI,53225,US,US/Central,KMWC,4/14/2020 16:30,30,18,69,29.26,1,W,20,0,Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3639976,2,4/14/2020 18:16,4/14/2020 18:46,42.85795,-87.93761,42.85795,-87.93761,0,At WI-100/Ryan Rd/Exit 322 - Accident. Hard shoulder blocked.,1626, W Oakwood Rd,R,Oak Creek,Milwaukee,WI,53154,US,US/Central,KMKE,4/14/2020 18:25,32,22,69,29.31,0.25,W,15,0,Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3639981,3,4/14/2020 19:21,4/14/2020 19:51,42.85794,-87.93761,42.85794,-87.93761,0,At WI-100/Ryan Rd/Exit 322 - Accident. Hard shoulder blocked.,1596, W Oakwood Rd,R,Oak Creek,Milwaukee,WI,53154,US,US/Central,KMKE,4/14/2020 19:35,32,24,75,29.3,2,W,10,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3639983,2,4/14/2020 18:48,4/14/2020 19:18,42.85795,-87.93761,42.85795,-87.93761,0,At WI-100/Ryan Rd/Exit 322 - Accident. Hard shoulder blocked.,1626, W Oakwood Rd,R,Oak Creek,Milwaukee,WI,53154,US,US/Central,KMKE,4/14/2020 18:46,32,23,75,29.3,1,W,13,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3639985,1,4/14/2020 19:32,4/14/2020 19:47,42.85795,-87.93761,42.85795,-87.93761,0,At WI-100/Ryan Rd/Exit 322 - Accident. Hard shoulder blocked.,1626, W Oakwood Rd,R,Oak Creek,Milwaukee,WI,53154,US,US/Central,KMKE,4/14/2020 19:35,32,24,75,29.3,2,W,10,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3639999,4,4/14/2020 23:54,4/15/2020 0:39,43.0473,-88.24952,43.04825,-88.28086,1.584,Closed between WI-16/Exit 293 and CR-G/Exit 291 - Road closed due to accident.,,I-94 W,R,Waukesha,Waukesha,WI,53188,US,US/Central,KUES,4/14/2020 23:55,25,19,74,29.08,10,WNW,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3640000,4,4/14/2020 23:54,4/15/2020 0:39,43.0481,-88.2809,43.04696,-88.25166,1.479,Closed between CR-SS/Exit 290 and CR-T/Exit 293 - Road closed due to accident.,,I-94 E,R,Pewaukee,Waukesha,WI,53072,US,US/Central,KUES,4/14/2020 23:55,25,19,74,29.08,10,WNW,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3642076,3,4/15/2020 6:35,4/15/2020 7:10,43.23603,-88.17431,43.23603,-88.17431,0,At WI-167/Lannon Rd/Exit 54 - Accident. Two lanes blocked.,,I-41 S,R,Richfield,Washington,WI,53076,US,US/Central,KETB,4/15/2020 6:35,21,21,93,29.06,10,W,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3642101,3,4/15/2020 7:22,4/15/2020 9:22,43.03933,-89.38212,43.03933,-89.38212,0,At US-14/US-151/Park St/Exit 261 - Accident. Hard shoulder blocked.,,W Beltline Hwy W,R,Madison,Dane,WI,53713,US,US/Central,KMSN,4/15/2020 6:53,23,17,74,29.1,10,WNW,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3642150,3,4/15/2020 12:12,4/15/2020 14:12,42.96234,-87.98477,42.96234,-87.98477,0,At 60th St/Exit 7 - Accident. Hard shoulder blocked.,,I-41 S,R,Milwaukee,Milwaukee,WI,53220,US,US/Central,KMKE,4/15/2020 11:52,33,25,40,29.29,10,WNW,9,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3642195,2,4/15/2020 16:11,4/15/2020 16:26,43.0245,-88.10093,43.0245,-88.10093,0,At Moorland Rd/Exit 301 - Accident. Hard shoulder blocked.,,I-94 W,R,Brookfield,Waukesha,WI,53005,US,US/Central,KMWC,4/15/2020 15:45,34,26,35,29.26,10,WNW,9,0,Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3642208,3,4/15/2020 17:32,4/15/2020 17:47,43.10695,-88.35791,43.10695,-88.35791,0,At WI-83/Exit 181 - Vehicle spun around.,,WI-16 E,R,Hartland,Waukesha,WI,53029,US,US/Central,KUES,4/15/2020 17:45,34,24,38,29.08,10,WNW,14,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3644198,2,4/16/2020 7:46,4/16/2020 8:15,43.07448,-87.92075,43.0682,-87.92078,0.434,At Locust St/Exit 74 - Accident.,,I-43 S,R,Milwaukee,Milwaukee,WI,53212,US,US/Central,KMWC,4/16/2020 7:45,28,20,51,29.45,10,W,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3644238,3,4/16/2020 16:54,4/16/2020 17:09,43.0322,-88.16243,43.0322,-88.16243,0,At Barker Rd/Exit 297 - Accident. Hard shoulder blocked.,,I-94 E,R,Brookfield,Waukesha,WI,53045,US,US/Central,KUES,4/16/2020 16:45,41,34,31,29.18,10,WNW,13,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3644254,3,4/16/2020 16:34,4/16/2020 16:49,43.0674,-88.05327,43.0674,-88.05327,0,At Burleigh St/Exit 43 - Accident. Left lane blocked.,,W Center St,R,Milwaukee,Milwaukee,WI,53222,US,US/Central,KMWC,4/16/2020 16:45,43,39,25,29.38,10,WNW,6,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3646468,3,4/17/2020 16:22,4/17/2020 16:52,43.04538,-89.31248,43.04538,-89.31248,0,At CR-BB/Monona Dr/Exit 265 - Accident. Hard shoulder blocked.,,W Beltline Hwy W,R,Madison,Dane,WI,53716,US,US/Central,KMSN,4/17/2020 15:53,47,47,36,29.02,10,VAR,3,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3647972,3,4/18/2020 5:48,4/18/2020 7:03,43.11939,-88.01205,43.10479,-87.99523,1.318,Between 91st St and W Hampton Ave - Accident.,,WI-145 W,R,Milwaukee,Milwaukee,WI,53218,US,US/Central,KMWC,4/18/2020 5:55,32,27,80,29.14,10,SW,5,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-3647973,4,4/18/2020 9:08,4/18/2020 11:28,43.1048,-87.995,43.12674,-88.02064,1.993,Between N 60th St and 91st St - Accident.,,W Fond du Lac Ave,R,Milwaukee,Milwaukee,WI,53218,US,US/Central,KMWC,4/18/2020 8:45,41,34,65,29.12,10,SSW,12,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3647974,4,4/18/2020 9:08,4/18/2020 11:28,43.12661,-88.02083,43.10479,-87.99523,1.985,Between 91st St and W Hampton Ave - Accident.,,W Flagg Ave,R,Milwaukee,Milwaukee,WI,53225,US,US/Central,KMWC,4/18/2020 8:45,41,34,65,29.12,10,SSW,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3647975,4,4/18/2020 7:12,4/18/2020 9:00,43.12661,-88.02083,43.10479,-87.99523,1.985,Between 91st St and W Hampton Ave - Accident.,,W Flagg Ave,R,Milwaukee,Milwaukee,WI,53225,US,US/Central,KMWC,4/18/2020 7:15,34,27,87,29.14,10,SW,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3647978,4,4/18/2020 7:52,4/18/2020 9:39,43.12661,-88.02083,43.10479,-87.99523,1.985,Between 91st St and W Hampton Ave - Accident.,,W Flagg Ave,R,Milwaukee,Milwaukee,WI,53225,US,US/Central,KMWC,4/18/2020 7:45,37,31,75,29.14,10,SW,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3647979,4,4/18/2020 8:54,4/18/2020 10:41,43.12661,-88.02083,43.10479,-87.99523,1.985,Between 91st St and W Hampton Ave - Accident.,,W Flagg Ave,R,Milwaukee,Milwaukee,WI,53225,US,US/Central,KMWC,4/18/2020 8:45,41,34,65,29.12,10,SSW,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3647981,4,4/18/2020 9:32,4/18/2020 11:10,43.12661,-88.02083,43.10479,-87.99523,1.985,Between 91st St and W Hampton Ave - Accident.,,W Flagg Ave,R,Milwaukee,Milwaukee,WI,53225,US,US/Central,KMWC,4/18/2020 9:45,45,38,57,29.11,10,SW,14,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3648907,2,4/19/2020 4:12,4/19/2020 5:02,43.11252,-87.91769,43.11252,-87.91769,0,At Silver Spring Dr/Exit 78 - Accident. Hard shoulder blocked.,,I-43 N,R,Milwaukee,Milwaukee,WI,53217,US,US/Central,KMWC,4/19/2020 4:15,46,42,62,28.88,10,W,8,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3648929,2,4/19/2020 17:22,4/19/2020 18:07,42.92599,-87.93526,42.92599,-87.93526,0,At CR-ZZ/College Ave/Exit 319 - Accident. Hard shoulder blocked.,,I-94 W,R,Milwaukee,Milwaukee,WI,53221,US,US/Central,KMKE,4/19/2020 16:52,43,37,60,29.08,10,ENE,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3648931,2,4/19/2020 15:41,4/19/2020 16:46,42.92599,-87.93526,42.92599,-87.93526,0,At CR-ZZ/College Ave/Exit 319 - Accident. Hard shoulder blocked.,,I-94 W,R,Milwaukee,Milwaukee,WI,53221,US,US/Central,KMKE,4/19/2020 15:52,43,37,71,29.08,10,NE,10,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3648937,2,4/19/2020 16:34,4/19/2020 17:19,42.92599,-87.93526,42.92599,-87.93526,0,At CR-ZZ/College Ave/Exit 319 - Accident. Hard shoulder blocked.,,I-94 W,R,Milwaukee,Milwaukee,WI,53221,US,US/Central,KMKE,4/19/2020 16:52,43,37,60,29.08,10,ENE,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3648939,2,4/19/2020 17:22,4/19/2020 18:07,42.92599,-87.93526,42.92599,-87.93526,0,At CR-ZZ/College Ave/Exit 319 - Accident. Hard shoulder blocked.,,I-94 W,R,Milwaukee,Milwaukee,WI,53221,US,US/Central,KMKE,4/19/2020 16:52,43,37,60,29.08,10,ENE,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3648941,2,4/19/2020 17:22,4/19/2020 18:27,42.92599,-87.93526,42.92599,-87.93526,0,At CR-ZZ/College Ave/Exit 319 - Accident. Hard shoulder blocked.,,I-94 W,R,Milwaukee,Milwaukee,WI,53221,US,US/Central,KMKE,4/19/2020 16:52,43,37,60,29.08,10,ENE,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3648946,3,4/19/2020 21:21,4/19/2020 21:51,43.1013,-88.0584,43.1013,-88.0584,0,At CR-EE/Hampton Ave/Exit 45 - Accident. Hard shoulder blocked.,,US-45 S,R,Milwaukee,Milwaukee,WI,53225,US,US/Central,KMWC,4/19/2020 21:15,37,37,56,29.06,10,SSE,3,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-3650588,3,4/20/2020 5:26,4/20/2020 6:00,43.04504,-87.92648,43.04504,-87.92648,0,At WI-145/Exit 73 - Accident. Hard shoulder blocked.,,I-43 S,R,Milwaukee,Milwaukee,WI,53233,US,US/Central,KMKE,4/20/2020 5:52,39,33,67,29.01,10,WSW,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-3650625,4,4/20/2020 13:51,4/20/2020 14:51,43.43374,-88.87041,43.3573,-89.00023,8.389,Closed at US-151-BR/WI-73/Exit 120 - Road closed due to accident.,,US-151 W,R,Beaver Dam,Dodge,WI,53916,US,US/Central,KUNU,4/20/2020 13:55,58,58,28,28.59,10,SW,20,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3650628,3,4/20/2020 13:55,4/20/2020 14:45,42.95932,-87.98844,42.95932,-87.98844,0,At W Layton Ave - Accident.,,S 60th St,R,Milwaukee,Milwaukee,WI,53220,US,US/Central,KMKE,4/20/2020 13:52,61,61,20,28.86,10,WSW,16,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3650629,4,4/20/2020 13:51,4/20/2020 14:51,43.43374,-88.87041,43.3573,-89.00023,8.389,Closed at US-151-BR/WI-73/Exit 120 - Road closed due to accident.,,US-151 W,R,Beaver Dam,Dodge,WI,53916,US,US/Central,KUNU,4/20/2020 13:55,58,58,28,28.59,10,SW,20,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3650638,4,4/20/2020 13:51,4/20/2020 14:51,43.43374,-88.87041,43.3573,-89.00023,8.389,Closed at US-151-BR/WI-73/Exit 120 - Road closed due to accident.,,US-151 W,R,Beaver Dam,Dodge,WI,53916,US,US/Central,KUNU,4/20/2020 13:55,58,58,28,28.59,10,SW,20,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3650653,2,4/20/2020 17:04,4/20/2020 17:34,43.02948,-88.06703,43.02948,-88.06703,0,At WI-100/Exit 304 - Accident. Three lanes blocked.,,I-94 E,R,Brookfield,Waukesha,WI,53005,US,US/Central,KMWC,4/20/2020 16:45,61,61,19,28.7,10,WSW,17,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3650659,3,4/20/2020 17:13,4/20/2020 17:43,43.04549,-89.2713,43.04549,-89.2713,0,Ramp to US-12/US-18 Eastbound - Accident. Hard shoulder blocked.,,US-18 E,R,Madison,Dane,WI,53718,US,US/Central,KMSN,4/20/2020 16:53,62,62,28,28.57,10,W,9,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3652668,3,4/21/2020 11:03,4/21/2020 13:03,43.08953,-87.92164,43.08953,-87.92164,0,At WI-57/Green Bay Ave/Exit 76 - Accident. Hard shoulder blocked.,998, W Capitol Dr,R,Milwaukee,Milwaukee,WI,53206-3331,US,US/Central,KMWC,4/21/2020 10:45,37,27,28,29.1,10,NW,20,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3652679,3,4/21/2020 12:54,4/21/2020 13:44,43.04715,-88.24945,43.04715,-88.24945,0,At WI-16/Exit 293 - Accident. Right lane blocked.,,I-94 W,R,Waukesha,Waukesha,WI,53188,US,US/Central,KUES,4/21/2020 12:45,39,30,31,28.94,10,NW,16,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3652714,3,4/21/2020 16:28,4/21/2020 17:13,42.95897,-87.8823,42.95897,-87.8823,0,At WI-794/S Pennsylvania Ave - Accident. Hard shoulder blocked.,2243, E Layton Ave,R,Cudahy,Milwaukee,WI,53110,US,US/Central,KMKE,4/21/2020 16:52,48,43,24,29.21,10,NNW,13,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3652729,3,4/21/2020 17:52,4/21/2020 18:37,43.00082,-87.91607,43.00082,-87.91607,0,At Oklahoma Ave - Accident. Left lane blocked.,,S Chase Ave,R,Milwaukee,Milwaukee,WI,53207,US,US/Central,KMKE,4/21/2020 17:52,48,43,24,29.21,10,NW,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3652745,3,4/21/2020 19:21,4/21/2020 19:50,43.00669,-87.91625,43.00168,-87.91637,0.346,At Becher St/Exit 312 - Accident. Left lane blocked.,,I-43 S,R,Milwaukee,Milwaukee,WI,53204,US,US/Central,KMKE,4/21/2020 18:52,46,40,24,29.22,10,NNW,13,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3652760,4,4/21/2020 21:24,4/21/2020 22:39,43.20707,-87.97291,43.20707,-87.97291,0,Closed at W Donges Bay Rd - Road closed due to accident.,5003, W Donges Bay Rd,L,Mequon,Ozaukee,WI,53092,US,US/Central,KMWC,4/21/2020 21:15,39,39,28,29.2,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-3652761,4,4/21/2020 23:02,4/22/2020 0:12,43.20707,-87.97291,43.22118,-87.98241,1.086,Closed at WI-167/Mequon Rd/Cedarburg Rd - Road closed due to accident.,5003, W Donges Bay Rd,L,Mequon,Ozaukee,WI,53092,US,US/Central,KMWC,4/21/2020 22:55,36,36,38,29.21,10,CALM,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3652765,2,4/21/2020 20:53,4/21/2020 21:23,43.03189,-88.17764,43.03189,-88.17764,0,At I-94/CR-JJ/W Bluemound Rd - Accident.,,Swenson Dr,R,Waukesha,Waukesha,WI,53186,US,US/Central,KUES,4/21/2020 20:55,36,36,38,29,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Day
A-3652773,3,4/21/2020 23:35,4/22/2020 0:03,42.96682,-88.03857,42.96612,-88.0386,0.048,At I-43/Exit 4 - Accident.,,US-45 S,R,Milwaukee,Milwaukee,WI,53228,US,US/Central,KMKE,4/21/2020 23:52,36,31,64,29.26,10,S,6,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3652776,3,4/21/2020 23:02,4/21/2020 23:47,42.96127,-88.03998,42.96127,-88.03998,0,Ramp to I-43 Southbound - Accident. Two lanes blocked.,,US-45 S,R,Milwaukee,Milwaukee,WI,53228,US,US/Central,KMKE,4/21/2020 22:52,36,30,62,29.25,10,S,7,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3654845,3,4/22/2020 7:39,4/22/2020 8:09,44.2121,-88.47603,44.2121,-88.47603,0,At WI-10/WI-441/Exit 134 - Accident. Right lane blocked.,,US-41 N,R,Neenah,Winnebago,WI,54956,US,US/Central,KATW,4/22/2020 7:45,36,29,56,28.99,10,E,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3654921,3,4/22/2020 17:21,4/22/2020 17:36,43.03583,-87.94325,43.03583,-87.94325,0,At 26th St/St Paul Ave/Exit 309 - Accident. Right lane blocked.,,I-94 W,R,Milwaukee,Milwaukee,WI,53233,US,US/Central,KMKE,4/22/2020 16:52,43,36,68,29.09,10,E,13,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3654966,3,4/22/2020 19:01,4/22/2020 19:31,43.02919,-88.04757,43.02919,-88.04757,0,At WI-100/Exit 304 - Accident.,,I-94 W,R,Milwaukee,Milwaukee,WI,53214,US,US/Central,KMWC,4/22/2020 18:45,39,32,70,29.05,10,E,12,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3654980,3,4/22/2020 22:35,4/22/2020 23:25,43.06033,-87.92083,43.06033,-87.92083,0,At North Ave/8th St/Exit 73 - Accident. Hard shoulder blocked.,,W North Ave,R,Milwaukee,Milwaukee,WI,53212,US,US/Central,KMWC,4/22/2020 22:35,37,29,81,29.05,10,E,13,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
