listed_price,bed_type,bathrooms,beds
95,Real Bed,1,1
59,Real Bed,1,1
72,Real Bed,2,3
40,Real Bed,1,1
89.9999999999997,Real Bed,1,1
115,Real Bed,1,1
265,Real Bed,2,9
110,Real Bed,1,1
205,Real Bed,2,2
149,Real Bed,1,2
75,Real Bed,1,1
270,Real Bed,1,2
125,Real Bed,1,3
135,Real Bed,1,3
95,Real Bed,1,1
152,Real Bed,1,4
30,Real Bed,1,1
29,Real Bed,1,1
80,Real Bed,1,1
95,Real Bed,1,4
89.9999999999997,Real Bed,1,2
60,Real Bed,1,1
33,Real Bed,1,1
105,Real Bed,1,1
115,Real Bed,1,2
60,Real Bed,2,1
69,Real Bed,1,1
89,Real Bed,1,1
120,Real Bed,1,2
105,Real Bed,1,1
40,Real Bed,1,2
70,Real Bed,1,2
375.000000000001,Real Bed,2,6
250,Real Bed,2,12
180,Real Bed,1,4
115,Real Bed,1,1
52,Real Bed,1,1
105,Real Bed,1,1
72,Real Bed,1,3
100,Real Bed,1,1
120,Real Bed,2,3
33,Real Bed,1,1
75,Real Bed,1,1
75,Real Bed,1,1
61,Real Bed,1,1
50,Real Bed,1,1
250,Real Bed,2,4
100,Real Bed,1,1
156,Real Bed,1,2
75,Real Bed,1,1
53,Real Bed,1,2
44,Real Bed,1,2
69,Real Bed,1,2
33,Real Bed,1,1
118,Real Bed,1,1
99,Real Bed,1,3
100,Real Bed,1,1
100,Real Bed,1,1
164,Real Bed,1,1
120,Real Bed,1,1
50,Real Bed,1,1
50,Real Bed,1.5,1
25,Real Bed,1,2
109,Real Bed,1,1
99,Real Bed,1,2
30,Airbed,1,1
98,Real Bed,1,1
392,Real Bed,3,5
59,Real Bed,1.5,1
69,Real Bed,1.5,2
73,Real Bed,1,1
128,Real Bed,1,1
46,Couch,1,1
114,Real Bed,1,2
60,Real Bed,1,1
89,Real Bed,1,1
58,Real Bed,1,1
170,Real Bed,1,1
79,Real Bed,1,1
100,Real Bed,1,1
69,Real Bed,1,2
109,Real Bed,1,2
110,Real Bed,1,1
92,Real Bed,1,1
95,Real Bed,1,1
45,Real Bed,1,1
40,Real Bed,1,1
60,Real Bed,1,1
59,Real Bed,2,2
189,Real Bed,2,2
139,Real Bed,1,1
149,Real Bed,1,1
600,Real Bed,1,1
299,Real Bed,1,3
500,Real Bed,2,1
1000,Real Bed,1,2
249,Real Bed,1,1
400,Real Bed,1,1
225,Real Bed,1,1
115,Real Bed,1,3
80,Real Bed,1,1
145,Real Bed,1,1
500,Real Bed,1,1
60,Couch,1,1
500,Real Bed,3,1
75,Real Bed,3,2
89.9999999999997,Real Bed,1,2
103,Real Bed,1,3
500,Real Bed,2,1
165,Real Bed,1,1
115,Futon,1,2
100,Real Bed,1,2
100,Airbed,1,1
199,Real Bed,1,2
445,Real Bed,1.5,4
85,Real Bed,1,1
250,Real Bed,1,1
70,Real Bed,1,1
200,Real Bed,1,1
199,Real Bed,1,2
99,Real Bed,1,2
175,Real Bed,1,1
188,Real Bed,1,2
99,Real Bed,1,2
140,Real Bed,1,1
800.000000000001,Futon,1,1
200,Real Bed,1,1
115,Real Bed,1,2
249,Real Bed,1,3
250,Real Bed,1,2
125,Real Bed,1,2
199,Real Bed,1,1
40,Real Bed,1,1
500,Real Bed,1,1
1250,Real Bed,2,6
69,Real Bed,1,1
69,Real Bed,1,2
75,Real Bed,1,3
95,Real Bed,1,4
95,Real Bed,1,4
65,Real Bed,1,1
98,Real Bed,1,2
70,Real Bed,1,1
70,Real Bed,1,1
109,Real Bed,1,2
125,Real Bed,1,4
96,Real Bed,1,1
125,Real Bed,1,4
160,Real Bed,1,2
62,Real Bed,1,1
105,Real Bed,1,1
39,Real Bed,1,1
175,Real Bed,2,2
125,Real Bed,1,2
185,Real Bed,1,3
66,Real Bed,1,1
64,Real Bed,1,2
50,Real Bed,1,1
100,Real Bed,1.5,1
135,Real Bed,1,1
200,Real Bed,2,3
141,Real Bed,2,4
125,Real Bed,2,5
89.9999999999997,Real Bed,1,2
142,Real Bed,1,1
80,Real Bed,1,1
160,Real Bed,1,2
85,Real Bed,1,2
135,Real Bed,1,1
95,Real Bed,1,1
295,Real Bed,2,4
95,Real Bed,1,1
200,Real Bed,2,2
61,Real Bed,1,1
180,Real Bed,1,2
95,Real Bed,1,1
75,Real Bed,1,1
45,Real Bed,1,1
85.9999999999998,Real Bed,1,1
79,Real Bed,1,1
124,Real Bed,1,2
278,Real Bed,2,3
190,Real Bed,2.5,3
99,Real Bed,1,1
75,Real Bed,1,2
45,Real Bed,1,1
265,Real Bed,3,3
85,Real Bed,1,1
50,Real Bed,1,1
110,Real Bed,1,1
326,Real Bed,2,5
395,Real Bed,2.5,2
105,Real Bed,1,1
167,Real Bed,1,4
149,Real Bed,1,2
175,Real Bed,1,1
87,Real Bed,2,1
89.9999999999997,Real Bed,1,1
495.000000000001,Real Bed,4,4
100,Couch,1,1
165,Real Bed,2,2
220,Real Bed,1,3
125,Real Bed,1.5,1
130,Real Bed,1,2
140,Real Bed,1,3
99,Real Bed,1,1
229,Real Bed,2,4
326,Real Bed,3,5
179,Real Bed,2,2
46,Real Bed,1,1
160,Real Bed,1,1
155,Real Bed,1,1
92.9999999999999,Real Bed,1,1
100,Real Bed,1,1
89,Real Bed,1,2
49,Real Bed,1,2
141,Real Bed,1,1
200,Real Bed,2,3
210,Real Bed,1,2
120,Real Bed,1,1
195,Real Bed,1,2
85,Real Bed,1,2
26,Real Bed,1,1
275.000000000001,Real Bed,2,3
60,Real Bed,1,1
100,Real Bed,1,1
190,Real Bed,3,3
208,Real Bed,2,3
130,Real Bed,1,1
285.000000000001,Real Bed,2,5
169,Real Bed,1,3
170,Real Bed,1,1
220,Real Bed,1,3
200,Real Bed,1,1
88,Real Bed,1,1
140,Real Bed,1,1
50,Real Bed,1,1
275.000000000001,Real Bed,2,3
70,Real Bed,1.5,1
40,Futon,1,1
85,Real Bed,1,1
100,Real Bed,1.5,2
189,Real Bed,2,3
99,Real Bed,1,1
42,Real Bed,2,1
130,Real Bed,1,1
152,Real Bed,2,1
75,Real Bed,1,2
75,Real Bed,1,4
162,Real Bed,1,1
120,Real Bed,1,1
80,Real Bed,1,1
390,Real Bed,1,1
115,Real Bed,1,1
35,Real Bed,2,1
89.9999999999997,Real Bed,1,2
159,Real Bed,1,2
200,Real Bed,2,4
155,Real Bed,1,1
64,Real Bed,1,1
125,Real Bed,1,1
35,Pull-out Sofa,1,1
118,Real Bed,1,1
179,Real Bed,2,2
398.999999999999,Real Bed,2,2
33,Real Bed,1,3
750,Real Bed,3,5
899,Real Bed,2.5,2
52,Real Bed,1,1
27,Real Bed,2,2
85,Real Bed,1,1
55,Real Bed,1,1
89.9999999999997,Real Bed,1,1
149,Real Bed,1,2
70,Real Bed,1,2
220,Real Bed,1,2
30,Real Bed,2,1
80,Real Bed,1,1
127,Real Bed,1,1
95,Real Bed,1,2
175,Real Bed,2,3
185,Real Bed,1,2
69,Real Bed,1,1
73,Real Bed,1.5,1
60,Real Bed,1,1
120,Real Bed,1.5,1
175,Real Bed,1,1
175,Real Bed,2,3
199,Real Bed,2,3
55,Real Bed,1,1
649,Real Bed,2,5
1800,Real Bed,1,1
50,Real Bed,1,1
150,Real Bed,1,2
160,Real Bed,1,2
350,Real Bed,2.5,5
125,Real Bed,1,2
70,Real Bed,1,1
149,Real Bed,1,1
70,Real Bed,1,1
349,Real Bed,3,3
115,Real Bed,1,1
148,Real Bed,1,2
125,Real Bed,1,2
439.000000000001,Real Bed,2.5,2
295,Real Bed,2,4
138,Real Bed,1,1
194,Real Bed,2,2
159,Real Bed,2.5,4
180,Real Bed,1,1
649.999999999999,Real Bed,2,2
80,Real Bed,1,2
245,Real Bed,3,4
99,Real Bed,1,1
60,Real Bed,0.5,1
44,Real Bed,1,1
160,Real Bed,1,3
249,Real Bed,2,2
160,Real Bed,1.5,2
75,Real Bed,1,1
68,Real Bed,1,1
82.9999999999999,Real Bed,1,1
329,Real Bed,5,11
225,Real Bed,1,5
248,Real Bed,1.5,1
118,Real Bed,1,2
169,Real Bed,1,2
89.9999999999997,Real Bed,1,2
175,Real Bed,1,1
145,Real Bed,1,1
80,Real Bed,1,1
195,Real Bed,2,3
109,Real Bed,1,1
115,Real Bed,1,1
135,Real Bed,1,2
160,Real Bed,1,2
120,Real Bed,1,2
89.9999999999997,Real Bed,1,2
40,Real Bed,1,1
80,Real Bed,1,1
250,Real Bed,2,1
200,Real Bed,1,2
100,Real Bed,1,1
127,Real Bed,1,1
100,Real Bed,1,1
40,Real Bed,1.5,1
99,Real Bed,1,1
210,Real Bed,2,3
69,Real Bed,1,1
225,Real Bed,1,2
112,Real Bed,1,1
209,Real Bed,2,2
125,Real Bed,1,1
175,Real Bed,1.5,3
125,Real Bed,1,2
209,Real Bed,2,1
100,Real Bed,1,1
119,Real Bed,1,2
225,Real Bed,1,4
149,Real Bed,1,2
25,Real Bed,1,1
155,Real Bed,1,1
65,Real Bed,1,2
195,Real Bed,3,2
257,Real Bed,1,1
119,Real Bed,1,2
256,Real Bed,2,2
67,Real Bed,1,1
165,Real Bed,2,4
119,Real Bed,2.5,3
32,Real Bed,1,1
59,Real Bed,1,1
80,Real Bed,1,1
110,Real Bed,1,1
80,Real Bed,1,1
69,Real Bed,2,1
550,Real Bed,2.5,4
249,Real Bed,2,2
22,Real Bed,1.5,1
240,Real Bed,2,3
55,Real Bed,1,1
33,Real Bed,1,1
89.9999999999997,Real Bed,1,2
250,Real Bed,2,2
125,Real Bed,1.5,1
189,Real Bed,1,2
52,Real Bed,1,1
250,Real Bed,3,4
89.9999999999997,Real Bed,1,1
275.000000000001,Real Bed,2,2
125,Real Bed,1,2
150,Real Bed,1,1
126,Real Bed,1,1
125,Real Bed,1,2
100,Real Bed,1,1
199,Real Bed,1.5,1
98,Real Bed,1,1
120,Real Bed,1,1
85,Real Bed,1,1
155,Real Bed,2,4
145,Real Bed,1,1
52,Real Bed,1,1
79,Real Bed,1.5,1
150,Real Bed,1,1
258,Real Bed,1,1
69,Real Bed,2,1
225,Real Bed,1,1
45,Real Bed,1,1
85,Real Bed,1,1
350,Real Bed,2,4
179,Real Bed,2,2
199,Real Bed,1,3
237,Real Bed,2,3
106,Real Bed,1,1
95,Real Bed,1.5,2
110,Real Bed,2,2
159,Real Bed,1,2
110,Real Bed,1,1
95,Real Bed,1,2
25,Futon,1,1
25,Real Bed,1,1
99,Real Bed,1,1
160,Real Bed,2,4
120,Real Bed,1,1
150,Real Bed,1,2
200,Real Bed,2,3
149,Real Bed,2,3
235,Real Bed,1,3
129,Real Bed,1,2
118,Real Bed,1,1
89.9999999999997,Real Bed,1,2
85,Real Bed,1,1
249,Real Bed,2,4
185,Real Bed,1,1
250,Couch,1,1
172,Real Bed,1,1
130,Real Bed,1,1
175,Real Bed,2,2
69,Real Bed,1,3
150,Real Bed,1,2
119,Real Bed,1,1
60,Real Bed,1,1
99,Real Bed,1,1
250,Real Bed,1.5,3
67,Airbed,1,1
225,Real Bed,2,2
133,Real Bed,1,3
100,Real Bed,1,1
50,Real Bed,1,1
100,Real Bed,1,1
350,Real Bed,1,3
110,Real Bed,1,1
15,Real Bed,1,2
135,Real Bed,1,1
145,Real Bed,2,2
200,Couch,1,1
98,Real Bed,1,1
250,Real Bed,2,4
75,Real Bed,2,1
70,Real Bed,1,1
50,Real Bed,1,1
100,Real Bed,1,1
75,Real Bed,1,1
85,Real Bed,1,1
79,Real Bed,1,1
160,Real Bed,1,3
178,Real Bed,2,2
151,Real Bed,1,1
150,Real Bed,1,1
89,Real Bed,1,1
55,Real Bed,1,1
100,Real Bed,1,1
80,Real Bed,1,1
77,Real Bed,1,1
89.9999999999997,Real Bed,1,2
179,Real Bed,1,2
141,Real Bed,1,1
118,Real Bed,1.5,1
100,Real Bed,1,1
99,Real Bed,1,1
130,Real Bed,1,2
89.9999999999997,Real Bed,1,1
199,Real Bed,2,2
95,Real Bed,2.5,2
155,Real Bed,1,1
350,Real Bed,2,6
89,Real Bed,1,1
289,Real Bed,2,4
99,Airbed,1,1
350,Real Bed,2.5,4
116,Real Bed,1,1
120,Real Bed,1,1
185,Real Bed,1,2
89.9999999999997,Real Bed,1,1
60,Real Bed,1,1
60,Real Bed,0.5,1
89.9999999999997,Real Bed,1,2
149,Real Bed,1,1
125,Real Bed,1,1
91,Real Bed,1,1
91,Real Bed,1,1
124,Real Bed,1,1
199,Real Bed,1.5,2
80,Real Bed,1,2
375.000000000001,Real Bed,3.5,6
89.9999999999997,Real Bed,1,1
133,Real Bed,1,2
215,Real Bed,2,3
82.9999999999999,Real Bed,1,1
78,Real Bed,1,1
65,Real Bed,1,1
210,Real Bed,2.5,3
85.9999999999998,Real Bed,1,1
550,Real Bed,2,5
97,Real Bed,1,1
89.9999999999997,Futon,1,1
185,Real Bed,1,2
125,Real Bed,1,1
56,Real Bed,1,1
212,Real Bed,2,4
75,Real Bed,1,1
65,Real Bed,1,1
175,Real Bed,2,2
140,Real Bed,2,4
175,Real Bed,1,2
81.9999999999999,Real Bed,1,1
75,Real Bed,1,2
100,Real Bed,1,3
45,Real Bed,1,1
88,Real Bed,1,1
100,Real Bed,1,1
46,Real Bed,1,1
60,Real Bed,1,1
215,Real Bed,1,3
65,Real Bed,1,1
110,Real Bed,1,1
149,Real Bed,2,3
65,Real Bed,1,1
50,Real Bed,1,3
120,Real Bed,1,1
146,Real Bed,1,1
100,Real Bed,1,1
110,Real Bed,1,1
175,Real Bed,2,5
215,Real Bed,2,4
110,Real Bed,1,1
120,Futon,1,2
120,Real Bed,1,1
50,Real Bed,1,1
300,Real Bed,2.5,2
100,Real Bed,1,1
59,Futon,2,1
150,Real Bed,2,5
94,Real Bed,1,1
105,Real Bed,1,1
130,Real Bed,1,1
80,Real Bed,1,1
80,Airbed,1,1
76,Real Bed,1,1
100,Real Bed,1,1
179,Real Bed,1,2
68,Real Bed,1,2
59,Couch,1,1
225,Real Bed,2,2
89,Real Bed,1,2
30,Real Bed,1.5,1
64,Real Bed,1,1
169,Real Bed,2,2
52,Real Bed,1,1
150,Real Bed,1,1
40,Real Bed,1,2
45,Real Bed,1,1
96,Real Bed,1,2
130,Real Bed,1,1
95,Real Bed,1,1
195,Real Bed,1,1
175,Real Bed,1,1
88,Real Bed,1,1
78,Real Bed,1,1
165,Real Bed,1,2
194,Real Bed,2,2
79,Real Bed,2,2
105,Real Bed,1,1
134,Real Bed,1,2
120,Real Bed,2,3
550,Real Bed,3.5,5
140,Real Bed,1,1
178,Real Bed,2,1
65,Real Bed,1,2
124,Real Bed,1,1
49,Real Bed,1,1
74,Real Bed,1,1
194,Real Bed,2,2
69,Real Bed,1,1
87,Real Bed,1,1
95,Real Bed,1,1
150,Real Bed,1,1
55,Real Bed,1,1
189,Real Bed,2,4
194,Real Bed,2,2
99,Real Bed,1,1
98,Real Bed,1,2
219,Real Bed,2,2
60,Real Bed,1,1
199,Real Bed,1.5,2
115,Real Bed,1,1
100,Real Bed,1,2
188,Real Bed,2,2
95,Real Bed,1,1
189,Real Bed,2,5
60,Real Bed,2.5,1
175,Real Bed,2,4
85,Real Bed,1,1
60,Real Bed,1,1
70,Real Bed,1,1
130,Real Bed,1,1
590,Real Bed,4,4
36,Real Bed,1,1
80,Real Bed,1,1
49,Real Bed,1,1
60,Real Bed,1,1
149,Real Bed,1,1
44,Pull-out Sofa,1,1
200,Real Bed,2,2
200,Real Bed,1,1
109,Real Bed,1,1
140,Real Bed,1,1
125,Real Bed,1,1
169,Real Bed,1,1
198,Real Bed,2,2
116,Real Bed,1,1
60,Airbed,2,1
92,Real Bed,1,1
79,Real Bed,1,2
165,Real Bed,2,2
89,Real Bed,1,1
68,Real Bed,1,2
199,Real Bed,1.5,2
45,Real Bed,2,4
80,Real Bed,1,1
165,Real Bed,1,1
235,Real Bed,2,3
99,Real Bed,1,1
60,Real Bed,1,1
103,Real Bed,1,1
30,Real Bed,1,1
75,Real Bed,1,2
125,Real Bed,1,1
170,Real Bed,2,4
135,Real Bed,2.5,2
140,Real Bed,1,2
105,Real Bed,1,1
89,Real Bed,1.5,1
120,Real Bed,1,2
199,Real Bed,1,1
125,Real Bed,1,1
125,Real Bed,1,1
59,Real Bed,1,3
75,Real Bed,1,1
500,Real Bed,1,1
325,Real Bed,2,2
149,Real Bed,1,1
70,Real Bed,1,1
109,Real Bed,1,2
129,Real Bed,1,2
65,Real Bed,1,1
398.999999999999,Real Bed,2,4
194,Real Bed,2,2
80,Real Bed,1,2
289,Real Bed,2.5,3
185,Real Bed,2,4
135,Real Bed,1,2
194,Real Bed,2,2
50,Real Bed,1.5,1
89,Real Bed,1,1
27,Real Bed,1,1
105,Real Bed,1,1
160,Real Bed,1,2
112,Real Bed,1,1
100,Real Bed,1,1
300,Real Bed,2,5
88,Real Bed,1,1
69,Futon,1,1
65,Real Bed,1.5,3
149,Real Bed,2,4
150,Real Bed,1,1
194,Real Bed,2,2
122,Real Bed,1,3
110,Real Bed,1,2
300,Real Bed,1,1
80,Real Bed,1,1
80,Futon,1,1
120,Real Bed,2,2
98,Real Bed,1,1
150,Real Bed,1,2
89,Real Bed,1,1
115,Real Bed,1,1
325,Real Bed,1,3
115,Real Bed,1,1
135,Real Bed,1,1
75,Real Bed,1,2
32,Real Bed,1,1
195,Real Bed,2,3
45,Real Bed,1,2
98,Real Bed,1,2
113,Futon,1,1
129,Real Bed,1,2
70,Pull-out Sofa,2,1
100,Real Bed,1,2
152,Real Bed,3,1
350,Real Bed,1,1
95,Real Bed,1,2
125,Real Bed,1,1
109,Real Bed,1,1
99,Real Bed,1,1
85,Real Bed,1,1
175,Real Bed,1,1
80,Real Bed,1,1
80,Real Bed,1,1
71.0000000000001,Real Bed,1,1
69,Real Bed,1,1
70,Real Bed,1.5,1
190,Real Bed,1,1
95,Real Bed,1,1
149,Real Bed,2,5
125,Real Bed,1,1
199,Real Bed,1.5,2
116,Real Bed,1,2
99,Real Bed,1,1
200,Real Bed,2,2
115,Real Bed,1,1
70,Real Bed,1,1
100,Real Bed,1,1
39,Real Bed,1,1
99,Real Bed,1,2
67,Real Bed,1,1
96,Real Bed,1,2
179,Real Bed,1,2
88,Real Bed,1,1
100,Real Bed,1,1
159,Real Bed,1,1
99,Real Bed,1,1
75,Real Bed,1,1
89.9999999999997,Real Bed,1,1
143,Real Bed,1,2
149,Real Bed,2.5,6
43,Real Bed,1,1
99,Real Bed,1,1
75,Real Bed,1,1
79,Real Bed,1,1
140,Real Bed,2,2
73,Real Bed,1,1
91,Real Bed,1,1
175,Real Bed,2,2
75,Real Bed,1,1
55,Real Bed,1,1
89,Real Bed,1,1
147,Real Bed,1,2
75,Real Bed,1,2
79,Real Bed,1,1
30,Real Bed,1,1
89.9999999999997,Real Bed,1,1
175,Real Bed,2,2
149,Real Bed,1,1
147,Real Bed,2,3
92,Real Bed,1,1
195,Real Bed,2,2
130,Real Bed,1,1
70,Real Bed,1,1
175,Real Bed,2,2
134,Real Bed,1,1
120,Real Bed,1,1
78,Real Bed,1,1
200,Real Bed,2,4
59,Real Bed,1,1
140,Real Bed,1,1
110,Real Bed,1,1
291,Real Bed,3,4
99,Pull-out Sofa,1,1
85,Real Bed,1,1
69,Real Bed,1,2
95,Real Bed,1,1
99,Real Bed,1,1
100,Real Bed,1.5,1
62,Real Bed,1,1
81,Real Bed,2,1
48,Futon,1,1
198,Real Bed,2,4
75,Real Bed,2,2
45,Real Bed,1,1
139,Real Bed,1,1
104,Real Bed,1,1
108,Real Bed,1,4
749,Real Bed,2,1
85.9999999999998,Futon,1,1
63,Real Bed,1,1
115,Real Bed,1,1
450,Real Bed,2,2
105,Real Bed,1,1
76,Real Bed,2,1
89.9999999999997,Real Bed,1,1
242,Real Bed,2,5
50,Real Bed,1,3
97,Real Bed,1,1
199,Real Bed,2,3
149,Real Bed,2,3
165,Real Bed,2,2
150,Real Bed,1,1
169,Real Bed,1,1
500,Real Bed,2.5,4
110,Real Bed,1,2
88,Real Bed,1,1
60,Real Bed,1,1
105,Real Bed,1,4
135,Real Bed,1,1
100,Real Bed,1,1
110,Real Bed,1,1
159,Real Bed,1,1
62,Couch,1,1
95,Real Bed,1,2
49,Real Bed,1,1
75,Real Bed,1,1
109,Real Bed,1,2
147,Real Bed,1,4
170,Real Bed,3,2
182,Real Bed,2,3
59,Real Bed,1,2
109,Real Bed,1,2
77,Real Bed,1,1
59,Real Bed,1,1
89,Real Bed,1,1
55,Real Bed,2.5,1
89.9999999999997,Real Bed,2,1
62,Real Bed,1.5,1
150,Real Bed,1,2
146,Real Bed,1,1
200,Real Bed,1,1
118,Real Bed,1,1
300,Real Bed,1.5,3
200,Real Bed,1,2
80,Real Bed,1,2
78,Real Bed,1,1
57,Real Bed,2,2
149,Real Bed,1,4
159,Real Bed,1,2
119,Real Bed,1,1
65,Real Bed,1,1
70,Real Bed,1,1
169,Real Bed,2,4
40,Real Bed,1,2
150,Real Bed,1.5,1
350,Real Bed,1.5,2
169,Real Bed,1,3
120,Real Bed,1,2
74,Real Bed,1,1
50,Futon,1,1
30,Real Bed,1,1
73,Real Bed,1,1
80,Real Bed,1,1
160,Real Bed,1,2
177,Real Bed,1,4
169,Real Bed,1,2
55,Real Bed,1,1
70,Futon,1,1
130,Real Bed,1,2
89.9999999999997,Real Bed,1,1
285.000000000001,Real Bed,1,2
79,Real Bed,1,1
88,Real Bed,1,1
89,Real Bed,1,1
149,Real Bed,1,1
85,Real Bed,1,1
89,Real Bed,1,2
95,Real Bed,1.5,1
50,Real Bed,2,9
85.9999999999998,Real Bed,1,1
135,Real Bed,1,2
130,Real Bed,1,1
120,Real Bed,1,4
75,Airbed,1,1
160,Real Bed,1,1
65,Real Bed,2,1
100,Real Bed,1,1
100,Real Bed,1,1
145,Real Bed,1,1
65,Real Bed,1,2
279,Real Bed,2,3
72,Real Bed,1,1
195,Real Bed,2,2
40,Real Bed,1,1
75,Futon,1,1
120,Real Bed,1,1
39,Real Bed,1,1
140,Real Bed,1,1
50,Real Bed,1,1
140,Real Bed,1,3
125,Real Bed,1,2
200,Real Bed,2,3
77,Real Bed,1,1
130,Futon,1,2
77,Real Bed,1,1
118,Real Bed,1,1
150,Real Bed,2.5,2
84,Real Bed,1,1
63,Real Bed,2,3
225,Real Bed,2,4
200,Real Bed,1,2
135,Real Bed,1,1
199,Real Bed,1,3
60,Real Bed,1,1
99,Real Bed,1,1
150,Real Bed,1,2
75,Real Bed,1,1
75,Real Bed,1,1
195,Real Bed,1,2
225,Real Bed,2,4
92,Real Bed,1,1
59,Real Bed,1.5,1
195,Real Bed,2,2
45,Real Bed,1,1
89.9999999999997,Real Bed,1,1
310,Real Bed,2,2
89,Real Bed,1,1
179,Real Bed,2,3
63,Real Bed,1,1
300,Real Bed,2.5,6
225,Real Bed,1.5,2
209,Real Bed,1,2
110,Real Bed,1,1
145,Real Bed,1,2
80,Real Bed,1,1
87,Real Bed,2,2
85,Real Bed,1,1
107,Real Bed,1,1
49,Real Bed,1,1
100,Real Bed,1,1
85,Pull-out Sofa,1,1
75,Real Bed,1,1
79,Real Bed,1,1
159,Real Bed,1,2
100,Real Bed,1,1
75,Real Bed,1,1
81.9999999999999,Real Bed,1,1
60,Real Bed,1,1
159,Real Bed,1.5,2
99,Real Bed,1,1
275.000000000001,Real Bed,1,2
70,Real Bed,1.5,1
110,Real Bed,1,1
115,Real Bed,1,1
120,Real Bed,1,1
110,Real Bed,1,2
244,Real Bed,1,2
65,Real Bed,1,2
125,Real Bed,1,1
75,Real Bed,1,1
49,Real Bed,1,1
25,Real Bed,1,1
117,Real Bed,1,4
85,Real Bed,1,1
92.9999999999999,Real Bed,1,1
89,Real Bed,1,1
69,Real Bed,1,1
170,Real Bed,1,2
40,Real Bed,2,1
110,Real Bed,1.5,2
55,Real Bed,1,1
104,Real Bed,1,1
119,Real Bed,1,1
125,Real Bed,1,1
75,Real Bed,1,1
175,Real Bed,1,1
129,Real Bed,1,4
180,Real Bed,1,1
189,Real Bed,1,3
245,Real Bed,2,4
95,Real Bed,NA,1
99,Real Bed,1,1
115,Real Bed,1,3
169,Real Bed,1,3
17,Real Bed,0,1
150,Real Bed,1,2
479,Real Bed,3,4
125,Real Bed,1,1
95,Real Bed,1,1
175,Real Bed,1,2
95,Real Bed,1,1
99,Real Bed,1.5,2
85,Real Bed,1,1
47,Real Bed,2,1
89.9999999999997,Real Bed,1,1
88,Real Bed,1,2
175,Real Bed,2,2
70,Real Bed,1,1
89.9999999999997,Real Bed,1,1
75,Real Bed,1,1
169,Real Bed,1,1
100,Real Bed,1,1
45,Real Bed,1,1
85,Real Bed,1,1
175,Real Bed,1,2
75,Real Bed,1,1
75,Real Bed,1,1
130,Real Bed,1,3
74,Futon,1,1
185,Real Bed,1,1
150,Real Bed,1,2
149,Real Bed,1,1
121,Real Bed,1,2
100,Real Bed,1,1
200,Real Bed,1,2
468.999999999999,Real Bed,2,3
69,Real Bed,2,1
150,Real Bed,1,2
400,Real Bed,3,6
100,Real Bed,1,1
129,Real Bed,1,1
100,Real Bed,1,1
75,Real Bed,1,1
175,Real Bed,1,1
60,Real Bed,1,1
100,Real Bed,1,1
85,Real Bed,1,1
45,Real Bed,1,1
150,Real Bed,1,1
95,Real Bed,1,1
200,Real Bed,0,1
79,Real Bed,1,1
150,Real Bed,1,1
119,Real Bed,1,1
135,Real Bed,1,2
200,Real Bed,2,2
180,Real Bed,1,1
119,Real Bed,1,1
450,Real Bed,2,3
125,Real Bed,1,1
180,Real Bed,3,7
99,Real Bed,1,1
95,Real Bed,1,1
189,Real Bed,1,2
220,Real Bed,1.5,2
79,Real Bed,1,1
85,Real Bed,2,1
299,Real Bed,2,11
100,Real Bed,1.5,2
89,Real Bed,1,1
55,Real Bed,1,1
70,Real Bed,1,1
50,Real Bed,1,1
1200,Real Bed,1,1
75,Real Bed,1,1
150,Real Bed,1,1
150,Real Bed,1.5,2
185,Real Bed,1,2
79,Real Bed,1,1
75,Real Bed,1,1
189,Real Bed,1,3
281,Real Bed,2,5
50,Real Bed,1,1
125,Real Bed,1,2
155,Real Bed,1,2
130,Real Bed,1,1
119,Real Bed,1,1
139,Real Bed,1,2
125,Real Bed,1,1
130,Real Bed,2,2
155,Real Bed,2,2
80,Real Bed,1,2
89.9999999999997,Real Bed,1,1
60,Real Bed,1.5,1
81.9999999999999,Real Bed,1,2
50,Pull-out Sofa,1,1
140,Real Bed,1,2
250,Real Bed,1,2
110,Real Bed,1,1
85,Real Bed,1,1
58,Real Bed,1,1
141,Real Bed,1,2
80,Real Bed,1,1
145,Real Bed,1,1
65,Pull-out Sofa,1,1
97,Real Bed,1,3
65,Real Bed,1,1
89.9999999999997,Real Bed,1,1
50,Real Bed,1,2
200,Real Bed,1,1
160,Real Bed,1,2
119,Real Bed,1,2
75,Real Bed,1,1
125,Real Bed,1,2
50,Real Bed,1,1
149,Real Bed,1,1
129,Real Bed,1,1
195,Real Bed,1.5,2
71.0000000000001,Real Bed,1,1
215,Real Bed,1.5,3
89.9999999999997,Real Bed,1,1
70,Real Bed,1,1
145,Real Bed,1,2
175,Real Bed,2,2
103,Real Bed,2,2
100,Real Bed,1,1
77,Real Bed,1,1
220,Real Bed,1,2
300,Real Bed,2.5,3
67,Real Bed,1,1
81,Real Bed,1,1
129,Real Bed,1,1
75,Real Bed,1,1
195,Real Bed,1,2
75,Real Bed,1,1
40,Futon,1,2
118,Real Bed,1,1
78,Real Bed,1,1
105,Real Bed,1,1
55,Real Bed,1,1
99,Real Bed,1,1
150,Real Bed,1,1
89,Real Bed,1,1
175,Real Bed,1,2
165,Real Bed,1,1
85,Real Bed,1.5,1
169,Real Bed,2,3
169,Real Bed,2,3
250,Real Bed,2,2
65,Real Bed,1,1
107,Real Bed,1,1
