order_id,customer_id,purchased_at,purchase_month,purchase_day_of_week,customer_state,customer_city,customer_zip_prefix,item_count,distinct_product_count,distinct_seller_count,distinct_category_count,item_value_brl,freight_value_brl,payment_record_count,payment_type_count,maximum_installments,payment_value_brl,review_record_count,mean_review_score,delivery_days,days_late_vs_estimate,delivered_late
ord_4b8873c9407f6a0adc10d32e,cus_22f5e7c3d3c746dcfb3363ad,2017-11-28 17:46:25,11,2,SP,sorocaba,18017,1,1,1,1,24.90,9.09,1,1,2,33.99,1,4.0,5,-9,false
ord_5bdfcaa1403a540177258f2a,cus_df7521aa718a0189b0f50a9c,2017-05-28 18:04:51,5,0,SP,suzano,08615,1,1,1,1,39.90,15.79,1,1,5,55.69,1,5.0,9,-17,false
ord_9d1640b7ab2821953facfbd8,cus_caf4613b315dd93f7da77be5,2017-11-24 00:11:46,11,5,RJ,nova iguacu,26260,1,1,1,1,12.99,14.10,1,1,2,27.09,1,4.0,4,-17,false
ord_b58499fa1b7f03aca234d6ec,cus_accef59d66a8f8b22eb15673,2017-11-22 21:04:23,11,3,SP,sao paulo,01301,1,1,1,1,99.00,13.71,1,1,1,112.71,1,5.0,7,-9,false
ord_4e738d5ac2603aabf844f0bb,cus_2e14246e812385cbc0f0d077,2017-08-25 18:14:51,8,5,SP,sao paulo,08180,1,1,1,1,195.99,19.26,1,1,2,215.25,1,5.0,10,-15,false
ord_c648dc0e4127a44712767b6b,cus_fbc35612100271b221658ca2,2017-12-22 20:43:43,12,5,SP,itapetininga,18207,1,1,1,1,69.90,18.38,1,1,1,88.28,1,5.0,6,-21,false
ord_d6db19884155c76ef537e678,cus_95f4823f0566bf3bb918fe60,2017-11-15 23:18:58,11,3,SP,sao bernardo do campo,09784,1,1,1,1,59.90,13.44,1,1,2,73.34,1,5.0,15,-5,false
ord_8bffb2672706fb9bc2861bd1,cus_ed6aed9cbad567f0210d4ca3,2017-06-24 19:43:16,6,6,RJ,rio de janeiro,21941,1,1,1,1,224.90,16.32,1,1,4,241.22,1,1.0,31,7,true
ord_2da25e508dd6d314419e1244,cus_ebd484616058b9c3fe8a682c,2017-12-22 17:11:24,12,5,SP,sao paulo,05432,1,1,1,1,522.50,24.15,1,1,10,546.65,1,5.0,12,-20,false
ord_f51507ee663d8216f7f402ea,cus_a49ceacd6d2ea744371af7f0,2017-11-15 13:09:18,11,3,MG,belo horizonte,30575,1,1,1,1,196.50,17.20,1,1,10,213.70,1,5.0,12,-10,false
ord_45d31de6c167488999d68118,cus_7fcca138d1e6bfb9c11f16b1,2017-10-09 15:55:37,10,1,RJ,sao goncalo,24736,1,1,1,1,294.99,14.90,1,1,1,309.89,1,5.0,2,-12,false
ord_477420bafe5bb51fe35d7665,cus_686130b260a5a010ce4194c7,2017-12-14 23:45:05,12,4,MG,ipatinga,35164,1,1,1,1,99.99,15.45,1,1,3,115.44,1,4.0,12,-17,false
ord_5d718a0fa225755531efac6e,cus_1ccfd2972214a59405deb196,2017-11-09 18:53:35,11,4,SP,guarulhos,07192,1,1,1,1,109.90,14.50,1,1,1,124.40,1,5.0,5,-17,false
ord_c1fb0c1743625e72b89834ea,cus_af9939bdf16a07fcae7a5100,2017-08-19 14:11:07,8,6,SP,salto,13323,1,1,1,1,139.00,12.18,1,1,2,151.18,1,4.0,3,-14,false
ord_fa2a5f43ecb63a693fdb06a2,cus_34030341c39810ac2c92171e,2017-03-23 20:15:11,3,4,SP,sao paulo,05367,1,1,1,1,249.60,18.18,1,1,1,267.78,1,4.0,8,-18,false
ord_2431bf1d79c0fd31ae8ddf20,cus_f5ca279db6b6695530a99fa0,2017-05-17 17:42:53,5,3,SP,itapecerica da serra,06871,1,1,1,1,69.90,14.24,1,1,4,84.14,1,5.0,6,-20,false
ord_d8cdab228c2dd818663eecdf,cus_34731083e277875fb48de369,2017-08-03 15:24:18,8,4,RJ,cabo frio,28911,1,1,1,1,34.99,15.10,1,1,1,50.09,1,4.0,13,-9,false
ord_731b8ec1103f3614ce5b0524,cus_a2e4ea4b59bfaff3f3172b80,2017-03-14 09:22:56,3,2,SP,paulinia,13142,1,1,1,1,139.90,14.75,2,2,1,154.65,1,4.0,8,-9,false
ord_9c83c352e68a7ebd405c466d,cus_831a59b20b8a4252f6a06f1f,2017-12-05 17:45:33,12,2,SP,itapevi,06693,2,1,1,1,36.00,16.54,1,1,1,52.54,1,5.0,6,-15,false
ord_b85d9c293d00d2cdd000cb26,cus_1421908bf850f7d68101a300,2017-11-24 23:57:28,11,5,MG,amparo da serra,35444,1,1,1,1,49.95,16.11,1,1,1,66.06,1,2.0,12,-16,false
ord_f3f7c527ac163f24d89b8d33,cus_dbee5669ccd747a349f89948,2017-07-19 14:31:53,7,3,SP,sao paulo,03560,1,1,1,1,134.90,21.43,1,1,1,156.33,1,5.0,9,-17,false
ord_fdc00aea121e2a72f1a4057f,cus_45ff9767f70304bb66c98686,2017-09-10 20:15:46,9,0,RJ,sao joao de meriti,25515,1,1,1,1,119.90,18.09,10,2,1,137.99,1,5.0,11,-12,false
ord_7bed46799236d70bb3758959,cus_cd6810cd533302c6d19b2823,2017-08-22 10:14:07,8,2,SP,jandira,06624,2,2,1,1,108.80,33.77,1,1,1,142.57,1,5.0,7,-16,false
ord_6932fa1480021f166626ad1d,cus_9681df43aa8c24b9023f0660,2017-04-18 23:11:46,4,2,SP,osasco,06186,1,1,1,1,45.90,10.96,1,1,1,56.86,1,5.0,12,-8,false
ord_9ed2cbde4c48da41fb055b16,cus_d0cb96cb261ece44f4fc27be,2017-07-18 18:15:12,7,2,SP,cotia,06711,1,1,1,1,22.62,12.69,1,1,3,35.31,1,5.0,6,-14,false
ord_397fb23eaaa181c48d5522e9,cus_24f652ca270feabc64134376,2017-11-25 01:40:30,11,6,SP,sao paulo,08253,1,1,1,1,27.90,14.10,1,1,1,42.00,1,3.0,23,-8,false
ord_b98f9928e938f1280d5e7945,cus_b43cc389406fb814af857f94,2017-12-07 07:18:12,12,4,SP,campinas,13026,1,1,1,0,149.00,8.30,1,1,4,157.30,1,4.0,7,-12,false
ord_a27dc5772634567d8f864fad,cus_d9cb4473d87f1b76e77482a8,2017-07-30 03:04:34,7,0,MG,belo horizonte,30140,1,1,1,1,27.40,15.10,1,1,4,42.50,1,5.0,11,-12,false
ord_e3d2a7ca5db4c6a2b4cc85a9,cus_50d20819b4185d1fa764afa7,2017-07-11 17:14:53,7,2,SP,osasco,06010,5,1,1,1,107.50,38.90,1,1,10,146.40,1,5.0,6,-8,false
ord_c449fafa6f7fb5bdd9651971,cus_c4f32c4e0627ea04e47d3d09,2017-07-31 08:08:14,7,1,SP,sao paulo,04915,1,1,1,1,29.90,14.10,1,1,1,44.00,1,5.0,14,-8,false
ord_f652f28158d8ba67bdee0bf7,cus_e054656606c524c247c13d73,2017-11-20 10:59:31,11,1,RJ,barra do pirai,27110,1,1,1,1,146.00,15.77,1,1,2,161.77,1,3.0,10,-14,false
ord_9863ea46ff86bd917a85436b,cus_55018c57436530bd94c0e5ca,2017-03-24 15:02:23,3,5,SP,sao paulo,03638,2,2,1,1,25.98,17.44,1,1,4,43.42,1,5.0,11,-8,false
ord_d814b8e48939dd53af6b3761,cus_1599fb48615b4e457315610c,2017-11-26 18:01:54,11,0,SP,jaguariuna,13820,1,1,1,1,99.90,13.72,1,1,1,113.62,1,1.0,13,-6,false
ord_4e7ab9a5653eead1fa8ec36f,cus_023bbf9bbe56b546bae60cb9,2017-08-08 17:08:38,8,2,SP,sao paulo,04545,1,1,1,1,26.00,8.27,1,1,3,34.27,1,5.0,2,-11,false
ord_1660dafc2691eac27c937b24,cus_06adb741443eb0b45c4de987,2017-02-27 11:33:35,2,1,SP,aracatuba,16057,2,1,1,1,99.80,21.92,1,1,2,121.72,1,4.0,9,-12,false
ord_970903c2845e431b22e4d424,cus_647c36c2537dd38355b75339,2017-10-03 12:53:56,10,2,SP,sao paulo,05861,1,1,1,1,79.90,9.37,1,1,2,89.27,1,5.0,5,-11,false
ord_533c6fc54d0075012f149860,cus_8d1f331bafb659ce34054e62,2017-11-17 10:26:28,11,5,SP,sao paulo,04071,6,1,1,1,179.94,56.04,1,1,1,235.98,1,1.0,10,-3,false
ord_339af147f043ec7474964dac,cus_b1310c9fdd3c22260e3a1b2e,2017-10-24 15:15:58,10,2,SP,santo andre,09015,1,1,1,1,133.74,12.44,1,1,1,146.18,1,2.0,43,26,true
ord_fab1e8a49ff912a26e1dff9a,cus_d026502ec0328017e3ea1c56,2017-07-07 13:26:33,7,5,SP,sao paulo,01026,1,1,1,1,35.90,15.79,1,1,1,51.69,1,5.0,10,-16,false
ord_bc01ca4bf1ceccca31936674,cus_8209d0baf0f8091ceb4f157f,2017-04-17 12:31:06,4,1,RJ,rio de janeiro,22010,1,1,1,1,17.90,17.09,1,1,3,34.99,1,4.0,24,1,true
ord_35c1e35af250b31aa35747da,cus_eafd353792320fe48c4fdf83,2017-02-23 17:14:36,2,4,SP,sao paulo,01103,1,1,1,1,39.90,11.74,1,1,5,51.64,1,1.0,11,-18,false
ord_2979e88a2dbc8c5b1fbcfc09,cus_ade8dcf5deaf04cb2e4cda59,2017-03-15 16:43:06,3,3,RJ,rio de janeiro,22735,1,1,1,1,89.00,15.38,1,1,1,104.38,1,5.0,16,-7,false
ord_4ce1c70f0358e2669a1bee0e,cus_eff1c67b0f36f5bb159c08b1,2017-08-22 18:53:15,8,2,SP,sorocaba,18020,1,1,1,1,18.90,7.78,1,1,1,26.68,1,5.0,3,-12,false
ord_a90dfa615de0877dcef8f8c5,cus_a5082ba2a75e641f10ed7f62,2017-11-24 01:36:16,11,5,SP,sao paulo,01529,1,1,1,1,129.00,12.32,1,1,10,141.32,1,5.0,8,-12,false
ord_485db259d21c4887f065925e,cus_033ab20ae840eaafb2199130,2017-11-05 16:17:53,11,0,SP,sao paulo,01308,1,1,1,1,28.00,9.94,1,1,1,37.94,1,4.0,3,-9,false
ord_6615a9b63bdca8a6e214d138,cus_1e3e094103ead34f39b36581,2017-09-02 14:37:17,9,6,SP,marilia,17514,1,1,1,1,195.90,26.21,1,1,2,222.11,1,5.0,9,-16,false
ord_8d4d3eb5ebd746ff73ddf3c0,cus_b6e1222b8fab777a9c43e704,2017-12-15 07:12:55,12,5,SP,campinas,13045,1,1,1,1,19.99,7.78,1,1,2,27.77,1,5.0,7,-13,false
ord_decab5e7b655917356b1e920,cus_d14c4e6e374e506e85a167da,2017-05-18 12:06:46,5,4,RJ,rio de janeiro,22290,1,1,1,1,199.90,20.64,1,1,3,220.54,1,5.0,6,-20,false
ord_6adb56f1a991e0700d02304e,cus_96956916ca0d738edd659989,2017-10-19 23:41:12,10,4,RJ,duque de caxias,25255,1,1,1,1,49.99,15.10,1,1,1,65.09,1,5.0,6,-19,false
ord_f1feccbc333852d3cab03aff,cus_048cf659c854db4cd2a8f0c3,2017-02-12 13:12:39,2,0,SP,ribeirao preto,14093,1,1,1,1,139.00,15.14,1,1,2,154.14,1,5.0,11,-19,false
ord_2306d04ae0cf4f67c5136de0,cus_eead1150dd87e8bf0d65136b,2017-12-02 23:57:52,12,6,SP,sao paulo,08081,1,1,1,1,156.00,8.84,1,1,2,164.84,1,5.0,10,-8,false
ord_95196541f10ab34e9e9abf1d,cus_26e22d77de8a24a5f16a9f03,2017-04-16 23:55:43,4,0,SP,sao paulo,02413,1,1,1,1,17.50,10.96,1,1,2,28.46,1,5.0,23,1,true
ord_91a8825d05f1ef76633efd3a,cus_d291c52a12cd7bd7bd48b3af,2017-10-01 14:22:12,10,0,SP,sao paulo,05009,1,1,1,1,119.90,13.86,1,1,4,133.76,1,4.0,10,-13,false
ord_f92b027262739ddca7a8d60a,cus_2fa2f1ca200f10db2dba7985,2017-03-14 15:25:39,3,2,RJ,nilopolis,26510,1,1,1,1,169.90,25.01,1,1,5,194.91,1,5.0,13,-10,false
ord_5e150953ea460fd48b5cc6d9,cus_305191c7718e748a850b8456,2017-02-01 13:53:20,2,3,SP,cruzeiro,12702,1,1,1,1,129.00,11.51,1,1,1,140.51,1,4.0,9,-14,false
ord_636458a00cb580db94e4a34a,cus_1ecdfbc473ce4e3014fcb05c,2017-02-04 19:06:36,2,6,RJ,sao goncalo,24711,2,1,1,1,49.98,29.04,1,1,2,79.02,1,1.0,35,8,true
ord_2703db3920aa47a422e4afd4,cus_7f79abb8754752205c71d6a1,2017-11-24 12:58:53,11,5,SP,ribeirao preto,14020,2,1,1,1,299.74,33.62,1,1,1,333.36,2,4.0,10,-23,false
ord_05f9caffb6560a5b33f50789,cus_62003ed53c96fcd3d6f2aa9f,2017-07-21 20:13:36,7,5,SP,ourinhos,19911,2,2,1,1,124.00,24.73,1,1,6,148.73,1,5.0,4,-16,false
ord_b4f580dfe2a2d802dc9dbba0,cus_e71dcf7ac633fcc1a1ec3a0b,2017-02-25 11:31:00,2,6,SP,sao carlos,13566,4,2,1,1,478.30,60.82,1,1,1,539.12,1,3.0,17,-6,false
ord_474f0f2da3f6b872e355157b,cus_9d7ab4b961b7525258194d79,2017-12-19 23:42:29,12,2,SP,barretos,14780,1,1,1,1,25.00,15.10,1,1,2,40.10,1,5.0,9,-22,false
ord_02ed5fec40c0c031a5e3e603,cus_62d7a80edf6798b9d5629c0d,2017-04-22 14:44:46,4,6,SP,marilia,17507,1,1,1,1,89.90,11.24,1,1,5,101.14,1,1.0,13,-7,false
ord_14a81335e8bb214c7fd31f09,cus_34aeeccdd94ce9e7878ac63c,2017-11-08 15:02:42,11,3,SP,sao paulo,01153,1,1,1,1,16.90,7.78,1,1,2,24.68,1,5.0,13,-1,false
ord_6605d52ea37676d5955fa2cf,cus_2d63e94419726097282435b0,2017-07-04 19:48:21,7,2,MG,uberaba,38082,1,1,1,1,205.00,26.27,1,1,10,231.27,1,5.0,7,-16,false
ord_7b955c126df6a57ca61e8f41,cus_5dc5f91282031aedf7b2240b,2017-12-16 09:48:58,12,6,SP,marilia,17511,1,1,1,1,53.99,11.88,1,1,3,65.87,1,5.0,6,-21,false
ord_e090bb6536035b5ce31bcb7b,cus_7055073192dce10d652ec005,2017-08-01 18:44:07,8,2,SP,sao paulo,05782,2,1,1,1,99.80,23.70,1,1,4,123.50,1,5.0,7,-13,false
ord_856bd57b7142540ad55e41cf,cus_899e5e8b04a36ef285cb6c89,2017-05-25 10:43:21,5,4,SP,santo andre,09280,1,1,1,1,155.00,17.37,1,1,1,172.37,1,5.0,5,-22,false
ord_663cf9f62f9632fb48c0b090,cus_629b29e2b034fe18be0d97e7,2017-07-09 16:52:57,7,0,MG,belo horizonte,30530,1,1,1,1,39.00,15.10,1,1,2,54.10,1,5.0,17,-6,false
ord_ffcc51f6487f978204f9339e,cus_d53fd965949e864236d8722c,2017-08-04 09:48:08,8,5,MG,unai,38610,1,1,1,1,63.92,15.20,1,1,3,79.12,2,3.0,14,-12,false
ord_662ae39ad70908f43f1cc48b,cus_4ef3e2a30b176b24be5d558a,2017-09-20 19:35:49,9,3,SP,anhumas,19580,1,1,1,1,58.99,13.43,1,1,2,72.42,1,5.0,7,-16,false
ord_4d9285734a6154c4e67fe5eb,cus_4185971ec5753b956633a2da,2017-05-06 11:20:18,5,6,SP,votuporanga,15500,1,1,1,1,328.90,10.96,1,1,6,339.86,1,5.0,13,-11,false
ord_4562283bba30d76853a0db38,cus_d9b8b52c3883a0e8dbd332b6,2017-10-28 22:10:51,10,6,MG,belo horizonte,31525,1,1,1,1,110.00,32.10,1,1,2,142.10,1,4.0,10,-16,false
ord_b43cb70745fb5e1c22f68a48,cus_c9d28fd905e6f56ccfdd5341,2017-11-23 02:59:21,11,4,RJ,rio de janeiro,23078,1,1,1,1,89.90,16.88,1,1,5,106.78,1,4.0,13,-5,false
ord_e9ec9cf6605f986987cec165,cus_c09185ada6cf434f1fff5453,2017-07-01 22:23:05,7,6,MG,varginha,37062,1,1,1,1,26.90,15.10,1,1,1,42.00,1,5.0,9,-15,false
ord_05e08c777ac1d2690e02811b,cus_82642f4becaf28657b70005e,2017-10-26 22:27:40,10,4,SP,sao paulo,05172,1,1,1,1,59.90,13.44,1,1,1,73.34,1,5.0,5,-17,false
ord_0fc68b7e1fda0e0e7c332dc0,cus_908c2b907c9b453ce56e7a09,2017-06-19 23:34:03,6,1,SP,sao bernardo do campo,09771,1,1,1,1,14.00,7.78,1,1,1,21.78,1,5.0,3,-8,false
ord_f080c4ef422dd33f720d28bf,cus_0233ac1fb2f7811cab37bd8b,2017-09-15 12:14:09,9,5,SP,sao paulo,02242,1,1,1,1,57.80,11.90,1,1,1,69.70,1,5.0,6,-12,false
ord_32ec855f2eb4578add436319,cus_6768d14c431ddb960b64486e,2017-09-15 16:40:35,9,5,SP,campinas,13058,1,1,1,1,102.90,11.93,1,1,5,114.83,1,5.0,7,-5,false
ord_baf33f4eb4ae540183c1e984,cus_19881c7e06168707eaf78070,2017-11-09 10:34:47,11,4,RJ,rio de janeiro,20950,1,1,1,1,219.00,16.28,1,1,4,235.28,1,5.0,7,-18,false
ord_e5bd4055f60827d566f076f0,cus_d97757802720e99af3e45998,2017-04-17 10:06:22,4,1,RJ,sao pedro da aldeia,28941,1,1,1,1,48.99,14.52,1,1,3,63.51,1,4.0,18,-5,false
ord_356b0db1de5dab1060244e2e,cus_089f1413bc3f7cdaa6a6ec6f,2017-09-30 21:12:03,9,6,MG,extrema,37640,1,1,1,1,18.90,16.79,1,1,1,35.69,1,5.0,17,-14,false
ord_81b2ef890a8d3007daa693e0,cus_1c8f8c57b547bf18b17387bb,2017-07-31 23:06:40,7,1,SP,maua,09371,1,1,1,1,42.00,8.72,1,1,1,50.72,1,5.0,2,-12,false
ord_53140c131886b6321a1ca81b,cus_8262cfcb1030ba01a062ce62,2017-11-19 19:33:09,11,0,SP,sao paulo,04170,1,1,1,1,129.00,31.21,1,1,10,160.21,1,1.0,26,14,true
ord_a198cbd8c33d9130e7453f6e,cus_795f74300587902966095c5a,2017-02-07 11:52:04,2,2,MG,belo horizonte,31840,1,1,1,1,50.50,15.56,1,1,3,66.06,1,5.0,7,-22,false
ord_c7d79e6752189241ad6c679a,cus_561e090ab54fe4f9f7d3c0df,2017-11-27 21:12:52,11,1,SP,sao paulo,03088,1,1,1,1,69.00,7.78,1,1,2,76.78,1,4.0,5,-9,false
ord_89148fc2c0cbcb1ea81f8278,cus_2b6725acc556ea964ed48466,2017-12-23 17:08:06,12,6,SP,sao paulo,04911,1,1,1,1,224.90,26.09,1,1,3,250.99,1,5.0,25,2,true
ord_98b6c6eeaa9a9ef1f18e1ca2,cus_210ab69f6b058f8f826d13a9,2017-09-22 15:37:28,9,5,RJ,rio de janeiro,22210,1,1,1,1,17.99,14.10,1,1,3,32.09,1,3.0,12,-12,false
ord_fc2a7a5074972725981c1a2a,cus_d23a82bb59d48203a0c01c18,2017-02-14 23:11:02,2,2,SP,tupa,17600,1,1,1,1,5.90,17.09,1,1,2,22.99,1,5.0,18,-33,false
ord_c9c2626eb2cfedb73ab56354,cus_f67af0c8351b438b66992e30,2017-02-04 22:10:06,2,6,RJ,mage,25935,1,1,1,1,99.90,11.31,1,1,2,111.21,1,5.0,4,-33,false
ord_f886d96da33cec8db917b9ea,cus_7599b65f46b7774dd6f6f107,2017-10-10 08:50:08,10,2,RJ,rio de janeiro,21021,1,1,1,1,69.90,17.74,1,1,1,87.64,1,5.0,15,-5,false
ord_099e0734b4ebcf8520005a80,cus_f195e7fab15492732c66ea8d,2017-07-31 12:43:21,7,1,RJ,rio de janeiro,22410,1,1,1,1,14.90,16.79,1,1,1,31.69,1,4.0,10,-14,false
ord_f85e494f0c156dc65242dcac,cus_500d81b5a18c3cae67daa75c,2017-12-01 16:51:00,12,5,RJ,rio de janeiro,20521,1,1,1,1,279.90,21.45,1,1,5,301.35,1,1.0,18,-20,false
ord_efadee2f99c7df949de7feaa,cus_26eafb068bfae6aae20ccefe,2017-11-22 21:29:06,11,3,RJ,nova iguacu,26281,1,1,1,1,99.00,17.94,1,1,4,116.94,1,3.0,26,6,true
ord_f7c3a8405aa2254668e84399,cus_2979166fcae83a69e7c9e3a0,2017-07-06 20:02:50,7,4,SP,indaiatuba,13348,2,1,1,1,178.00,75.84,1,1,6,253.84,1,4.0,7,-19,false
ord_a706e060b909273fc6714e7d,cus_72674e063cde176ab9753b86,2017-12-20 11:51:23,12,3,RJ,teresopolis,25953,1,1,1,1,29.90,15.10,1,1,1,45.00,1,3.0,20,-7,false
ord_939d42ea3549f2ad428c12e0,cus_2a0318abf46d5e680c3f1fb9,2017-07-30 03:06:36,7,0,SP,poa,08552,1,1,1,1,89.90,15.38,1,1,10,105.28,2,3.0,5,-18,false
ord_fae3ac67fa002f12f39583d7,cus_33a1fe4f6cb2319634cf4f71,2017-11-30 22:41:44,11,4,SP,osasco,06246,1,1,1,1,92.90,15.41,1,1,1,108.31,1,5.0,6,-20,false
ord_c601abd4e7abc484cc9a30bc,cus_5c5b70f7b42f27671a351cf7,2017-04-16 00:26:06,4,0,SP,sao paulo,04775,1,1,1,1,245.90,42.56,1,1,8,288.46,1,3.0,10,-16,false
ord_9c5e13aa21e3d9b6444dfa60,cus_65318b501db9e214ef665f11,2017-11-25 02:39:35,11,6,SP,suzano,08656,1,1,1,1,49.00,13.44,1,1,1,62.44,1,5.0,10,-10,false
ord_9944738cb46b06c11d99dcea,cus_aad2a326f0dd655a600b04e8,2017-10-17 15:18:59,10,2,SP,sao paulo,04456,1,1,1,1,49.00,7.78,1,1,5,56.78,1,5.0,2,-8,false
ord_85dfa4f77de144ef6c20895b,cus_1560519a51c6ed3db9ad03ae,2017-07-26 21:58:26,7,3,SP,ferraz de vasconcelos,08542,1,1,1,1,19.99,7.78,1,1,2,27.77,1,5.0,5,-11,false
ord_e92f98da56c570c5b64663ca,cus_12925415eaaa535c5192c3bc,2017-03-21 11:33:31,3,2,SP,paranapua,15745,1,1,1,1,30.00,10.96,1,1,1,40.96,1,3.0,10,-13,false
ord_11f6e34063c787cd4791e95f,cus_77c1d32a99743db2d861d62a,2017-05-23 10:24:06,5,2,SP,sao paulo,04514,2,1,1,1,319.80,31.74,1,1,6,351.54,1,5.0,3,-19,false
ord_53748fb73edbe0e54501f053,cus_c7d9e8ea70e75a9f6906dc05,2017-02-21 23:17:02,2,2,SP,suzano,08615,1,1,1,1,104.00,11.34,1,1,1,115.34,1,5.0,9,-20,false
ord_8da7d4452ccd3e9725328934,cus_b41abe6c112a93c4db2d7735,2017-11-25 01:11:14,11,6,SP,jaguariuna,13820,1,1,1,1,143.80,16.71,1,1,1,160.51,1,3.0,8,-8,false
ord_63d4ef45567e5d4d0b03e175,cus_f1bff8af2cfb827af590cecf,2017-12-18 02:11:38,12,1,SP,sorocaba,18076,1,1,1,1,189.00,8.58,1,1,15,197.58,1,5.0,2,-16,false
ord_fe888a05066dc1829301bd37,cus_8d3c5b5d118d312f2f6efdd5,2017-11-16 17:32:44,11,4,SP,sao paulo,03808,1,1,1,1,119.39,8.09,1,1,3,127.48,1,5.0,7,-6,false
ord_c2f4cc6d58d3d3f8a56d005d,cus_1b46caef3796be14e75426db,2017-05-09 02:36:03,5,2,SP,tremembe,12120,1,1,1,1,59.90,12.76,1,1,4,72.66,1,4.0,8,-19,false
ord_1677574ece081ac7c3349795,cus_15a99bdb2833a3a546a11d00,2017-06-06 11:27:10,6,2,MG,belo horizonte,31515,1,1,1,1,17.50,15.10,1,1,3,32.60,1,4.0,13,-24,false
ord_3faef2f2643869da54e5f01e,cus_649316ec431c61fb0c86b303,2017-12-16 18:40:05,12,6,RJ,rio de janeiro,20250,1,1,1,1,159.90,13.07,1,1,4,172.97,1,5.0,11,-15,false
ord_f217b4573dbb85f5ddcd1f52,cus_890b2f54c8ee615c24029546,2017-08-28 13:38:01,8,1,MG,belo horizonte,30411,1,1,1,1,118.90,10.05,1,1,4,128.95,1,5.0,4,-7,false
ord_71914cbcb90ae705449a455f,cus_e9c5d9000beb5db294051d24,2017-04-15 17:06:36,4,6,SP,osasco,06114,1,1,1,1,134.90,16.05,1,1,2,150.95,1,5.0,5,-25,false
ord_df9d37eeb1e59480b6b7670c,cus_15bb2d7eccf66b5e34435396,2017-11-19 13:43:19,11,0,MG,ipatinga,35162,1,1,1,1,79.99,23.43,1,1,2,103.42,1,5.0,26,1,true
ord_78afc2fe1215dc9d5030c12e,cus_f4caede1bd78bdcbf32e8e9c,2017-12-26 10:21:02,12,2,MG,belo horizonte,30330,1,1,1,1,125.90,9.45,1,1,1,135.35,1,5.0,2,-18,false
ord_d9dfe2985e3ca3e4b7a51bb4,cus_fcb5b44279d7235054a49662,2017-10-25 07:46:10,10,3,MG,nova serrana,35519,1,1,1,1,49.90,15.10,1,1,1,65.00,1,4.0,7,-13,false
ord_8455358403272d4f8b3ce295,cus_83479b2bd209158f7df7cdf4,2017-08-22 12:42:42,8,2,RJ,angra dos reis,23946,1,1,1,1,159.90,70.00,1,1,1,229.90,1,1.0,22,-1,false
ord_b79dfaa2f9ebe73042bb0cae,cus_ec8e41e1a49fae734ab7d258,2017-06-16 08:56:53,6,5,SP,sao paulo,02805,1,1,1,1,93.90,12.16,1,1,2,106.06,1,5.0,17,-3,false
ord_c4367166b484c325bca434cd,cus_bbe0166ad22891b4359ca1ad,2017-09-06 15:31:17,9,3,MG,uberaba,38080,4,1,1,1,94.00,60.40,1,1,8,154.40,1,5.0,8,-13,false
ord_9152757705d1aa413c85cb98,cus_89242eea89a3f56faba456a8,2017-02-15 11:43:37,2,3,SP,sao paulo,05358,1,1,1,1,45.00,10.96,1,1,1,55.96,1,5.0,8,-19,false
ord_fcbcb9a090245357f62a7300,cus_870e9909a470d9b0e2132f8c,2017-09-01 23:13:57,9,5,SP,leme,13611,1,1,1,1,35.00,12.69,1,1,4,47.69,1,4.0,12,-7,false
ord_0084d683479cebab0ce1b868,cus_39f639715049cc0ec0d6d67b,2017-09-30 01:29:40,9,6,SP,indaiatuba,13345,1,1,1,1,206.67,13.79,1,1,3,220.46,1,5.0,9,-15,false
ord_6ec3145ef869923b8b80bf4d,cus_19bbb2ec3c98def25e6b56fc,2017-08-31 11:49:09,8,4,SP,sao paulo,05410,1,1,1,1,159.90,20.61,1,1,1,180.51,1,5.0,6,-16,false
ord_44b9b5504766f941518bb2e8,cus_8a5ab1707e483c4faad9cb64,2017-07-22 17:43:05,7,6,SP,sao paulo,05030,2,1,1,1,151.80,25.32,1,1,2,177.12,1,5.0,10,-21,false
ord_17c20c096308c6ac7c220039,cus_93adc406c2835b1e684f19d7,2017-02-11 10:42:55,2,6,SP,sao caetano do sul,09550,1,1,1,1,34.90,10.96,1,1,2,45.86,1,5.0,5,-22,false
ord_051e0e33caf6b26713d6b881,cus_178ae4a7f0dbcb50a0772428,2017-08-14 12:44:09,8,1,RJ,rio de janeiro,20270,1,1,1,1,39.90,14.10,1,1,1,54.00,1,5.0,15,-22,false
ord_6421f9e57ea2527bfd4117fe,cus_bc91ac9aa6df0a0ec26a5b0e,2017-10-12 13:48:31,10,4,MG,alem paraiba,36660,1,1,1,1,149.99,23.85,1,1,1,173.84,1,5.0,12,-8,false
ord_8292893bab57f657c362b1c3,cus_d57e04a17b339b61c7cdf7e8,2017-08-17 14:13:37,8,4,MG,sao lourenco,37470,1,1,1,1,18.99,15.10,1,1,1,34.09,1,5.0,12,-13,false
ord_f189a3d660d3a2cdbfc84819,cus_def4cd85fae89dba647a5070,2017-03-03 16:44:03,3,5,SP,jaboticabal,14870,1,1,1,1,24.90,10.96,1,1,2,35.86,1,5.0,12,-9,false
ord_63ed52dc7804fd29d4773cf6,cus_fca1d1da361d74f27ff67459,2017-11-15 20:36:07,11,3,SP,sao paulo,08215,3,3,1,1,87.00,36.39,1,1,2,123.39,1,5.0,12,-8,false
