order_id,purchase_date,customer_state,order_status,item_count,distinct_category_count,item_value_brl,freight_value_brl,payment_type_count,maximum_installments,mean_review_score,delivery_days,delivered_late
ord_97ab4636d133a0503f879418,2018-05-13,SC,delivered,1,1,50.00,15.23,1,4,3.0,4,false
ord_c06fc004bb122f1a1582a37e,2018-05-23,SC,delivered,2,1,250.00,39.68,1,1,4.0,14,false
ord_568c997f76c003d88a4b267a,2018-06-09,SC,delivered,2,1,90.00,18.88,1,5,5.0,4,false
ord_5c271395ff34608563e04450,2018-06-12,SC,delivered,1,1,74.90,15.62,1,1,4.0,9,false
ord_b77e5882d5da32e0a916be79,2018-06-14,SC,delivered,1,1,24.99,18.28,1,1,4.0,8,false
ord_934c7ec3ba6ca437c957bb18,2018-06-15,SC,delivered,1,1,599.99,45.18,1,8,5.0,11,false
ord_166f79f2e33e7c7446d89181,2018-06-17,SC,delivered,1,1,24.99,18.28,1,4,5.0,8,false
ord_6ed27107c4ab59035b903140,2018-06-18,SC,delivered,1,1,12.90,18.23,1,1,1.0,14,false
ord_abad49ce9aca3c3c1f30c42e,2018-06-19,SC,delivered,1,1,89.00,23.42,1,2,5.0,8,false
ord_14bad890bc357272bf6df326,2018-06-25,SC,delivered,1,1,409.00,59.63,1,5,4.0,9,false
ord_b7212b15fc73b1daaa6eeda5,2018-07-01,SC,delivered,1,1,40.49,18.38,1,1,5.0,4,false
ord_4826c8611d16cb1b62ba0f95,2018-07-13,SC,delivered,1,1,120.00,74.79,1,3,5.0,12,false
ord_89f9c6ae71e11a3a23611b93,2018-07-16,SC,delivered,1,1,169.90,53.54,1,4,5.0,11,false
ord_d76a068c3d600d0472378149,2018-07-16,SC,delivered,1,1,100.00,18.80,1,1,5.0,11,false
ord_f60ddab2c64608bb66ecc2f1,2018-07-19,SC,delivered,1,1,69.90,18.54,1,1,5.0,7,false
ord_3f718ca81f00be421f7a8e97,2018-07-22,SC,delivered,1,1,89.90,26.93,1,2,5.0,5,false
ord_f9442de29ffb4173a9d8be0a,2018-07-29,SC,delivered,1,1,180.00,24.06,1,5,5.0,9,false
ord_93c1dec2ba74cf46f0c8dac8,2018-08-06,SC,delivered,1,1,848.90,24.04,1,8,3.0,8,false
ord_a31793cb26775751af56235b,2018-08-07,SC,delivered,1,1,178.50,19.35,2,6,5.0,7,false
ord_2167365bdc315cfd7dd834b0,2018-08-14,SC,delivered,1,1,99.99,50.99,1,1,5.0,9,false
ord_4d403a85bf91e2aa8ff8a87a,2018-08-17,SC,delivered,1,1,19.00,18.23,1,3,5.0,11,false
ord_0d96949175ef3db7ff5bd84e,2018-08-19,SC,delivered,1,1,58.26,15.51,1,1,5.0,8,false
ord_3e4dc664a9211ac7004c3571,2018-08-22,SC,delivered,1,1,46.90,18.43,1,2,5.0,6,false
ord_0288d92c5ccf66698570ece6,2017-03-08,SP,delivered,1,1,265.00,12.46,1,5,4.0,6,false
ord_b48bafbc8af9c37b439fecd6,2017-03-20,SP,delivered,1,1,129.90,17.75,1,2,4.0,8,false
ord_dd9711617cb97c9aac928795,2017-03-28,SP,delivered,1,1,12.50,14.52,1,1,4.0,8,false
ord_6c37dd66abd6a5f84b24e7ff,2017-04-07,SP,delivered,2,1,220.00,22.76,1,1,5.0,5,false
ord_e58a5647c175f89723d27fcd,2017-04-19,SP,delivered,1,1,89.90,11.24,1,1,4.0,14,false
ord_591ed9c73a75948e5cb12d2d,2017-04-20,SP,delivered,1,1,689.00,20.03,1,10,4.0,12,false
ord_047896d05f30b178876eab71,2017-05-05,SP,delivered,1,1,34.99,10.96,1,4,5.0,6,false
ord_0ab95cb9dbf30b30a0a64979,2017-05-10,SP,delivered,1,1,119.00,9.65,1,2,5.0,5,false
ord_7a13ad8d5d15be2f10200b71,2017-05-10,SP,delivered,1,1,37.90,15.10,1,1,5.0,14,false
ord_658d6ecafa9d1acb64819305,2017-05-13,SP,delivered,1,1,39.99,11.85,1,2,4.0,10,false
ord_91cff8979e08c6ee6df8a126,2017-05-22,SP,delivered,1,1,99.00,9.44,1,2,5.0,5,false
ord_5cf94b5b3cf906791aacf219,2017-05-29,SP,delivered,2,1,95.80,30.20,1,2,5.0,7,false
ord_03f9fcfa4bf9db64aa212b50,2017-06-02,SP,delivered,1,1,12.10,7.78,1,1,5.0,4,false
ord_3f613c440927cda809b35d63,2017-06-24,SP,delivered,1,1,12.97,7.78,1,1,5.0,5,false
ord_aee469d0d92fa5a279346587,2017-07-05,SP,delivered,1,1,119.94,21.85,1,1,5.0,16,false
ord_73f1422384be3af839667cbf,2017-07-25,SP,delivered,2,1,154.00,15.73,1,1,1.0,2,false
ord_2bbf6961d234ae68d5b2f2e5,2017-08-06,SP,delivered,1,1,279.90,9.21,1,6,5.0,2,false
ord_fbbe10723b475d0299d51549,2017-08-07,SP,delivered,1,1,29.90,25.63,1,1,5.0,8,false
ord_9baec39313b2362f907ed4c9,2017-08-30,SP,delivered,1,1,29.90,15.11,1,1,5.0,17,false
ord_00cda85f98841037d83d6ead,2017-09-15,SP,delivered,1,1,58.99,11.73,1,2,5.0,5,false
ord_610624438e87efc96d4c6d8b,2017-09-18,SP,delivered,1,1,29.90,9.34,1,1,5.0,3,false
ord_e6d633519cbe627a1e329597,2017-09-18,SP,delivered,1,1,36.00,7.78,1,4,5.0,2,false
ord_10dff90482017139c4925f2c,2017-10-18,SP,delivered,2,1,48.89,15.56,1,1,1.0,3,false
ord_d6704af4668b54a64beea6d7,2017-10-22,SP,delivered,1,1,49.00,15.10,1,1,5.0,9,false
ord_fc2c29e2af96f45cfd30703b,2017-10-30,SP,delivered,1,1,15.99,9.34,1,2,5.0,2,false
ord_2f1f5146776aa69663113457,2017-11-17,SP,delivered,1,1,23.99,7.78,1,1,2.0,5,false
ord_f7638212f180b2087433d6f0,2017-11-19,SP,delivered,1,1,19.90,9.34,1,1,4.0,4,false
ord_3f2e7cba7a2c939bd20d7496,2017-11-24,SP,delivered,1,1,49.00,13.41,1,1,1.0,20,true
ord_51813df5fe6f358ca36378a7,2017-11-24,SP,delivered,1,1,129.00,13.46,1,1,5.0,6,false
ord_9b7eb2010b68053e2f7a864a,2017-11-24,SP,delivered,1,1,27.99,11.85,1,1,4.0,14,false
ord_a25ae12d043f3da4e28f29c7,2017-11-24,SP,delivered,1,1,56.99,8.72,2,1,5.0,6,false
ord_5968cb07aeeec3d46839e423,2017-11-26,SP,delivered,1,1,69.00,18.72,1,3,5.0,10,false
ord_8c1a2de99c73c8aceaccefd8,2017-11-26,SP,delivered,1,1,49.90,17.60,1,2,5.0,10,false
ord_4da50ba02fd7137ecd9c7cd5,2017-11-27,SP,delivered,1,1,79.90,9.37,1,1,5.0,3,false
ord_196670965d5fd41e73c8f0af,2017-11-28,SP,delivered,1,1,99.99,21.19,1,1,3.0,14,false
ord_a85d8fc40f1ac728edea8f11,2017-11-29,SP,delivered,1,1,39.00,12.69,1,1,3.0,7,false
ord_190160f36e3ddc169dd66d5d,2017-12-10,SP,delivered,1,1,329.90,67.40,1,8,5.0,8,false
ord_6b3c81443a1f6dcf698767ea,2017-12-19,SP,delivered,1,1,89.99,9.44,1,4,5.0,3,false
ord_afa0d001a7f65515068db754,2017-12-21,SP,delivered,1,1,43.00,11.73,1,1,5.0,5,false
ord_0030acd6d47b46b20140ff5f,2018-01-02,SP,delivered,1,1,45.60,7.78,1,1,1.0,9,false
ord_c74c50577f805992bc9298a3,2018-01-18,SP,delivered,1,1,189.00,12.82,1,1,4.0,5,false
ord_00ffc882b789c2c177b56b9e,2018-01-22,SP,delivered,1,1,29.50,13.08,1,1,5.0,9,false
ord_14198c3b5552617bcb949899,2018-01-30,SP,delivered,1,1,99.90,12.40,1,10,4.0,4,false
ord_1ecc7707066d1522476eb181,2018-02-06,SP,delivered,1,1,249.00,13.24,1,10,5.0,22,false
ord_b7e4d5c99ae76e3f026b4c2f,2018-02-07,SP,delivered,3,1,299.97,43.29,1,1,5.0,14,false
ord_d791643dc93e55d06af1466c,2018-02-11,SP,delivered,1,1,265.00,39.69,1,3,5.0,24,false
ord_9e63648f4f72dfd7fb21963f,2018-02-19,SP,delivered,1,1,49.90,11.85,1,3,4.0,15,false
ord_78fd846b2429301eed8e67ca,2018-02-24,SP,delivered,1,1,50.00,11.85,1,1,1.0,39,true
ord_31b428b6a01b671297f27238,2018-02-28,SP,delivered,1,1,27.99,11.85,1,1,4.0,13,false
ord_4fa57dd69199f58592ceeb00,2018-02-28,SP,delivered,2,1,104.00,17.44,1,2,5.0,5,false
ord_36098d4537d850b00140d785,2018-03-02,SP,delivered,1,1,45.80,16.11,1,3,1.0,9,false
ord_5fac57189fa914cd79ebdd8b,2018-03-04,SP,delivered,1,1,189.90,16.09,1,1,4.0,12,false
ord_b987606eab13efdbd80f5a47,2018-03-05,SP,delivered,6,1,297.00,76.14,1,5,4.0,5,false
ord_ae58ebd829a5c822c474efae,2018-03-07,SP,delivered,1,1,149.90,27.13,1,5,5.0,15,false
ord_74f42ead63bbf9fb6b8824cc,2018-03-18,SP,delivered,1,1,759.90,13.67,1,8,5.0,9,false
ord_937a4b491ed2ea752088638d,2018-03-21,SP,delivered,1,1,159.00,7.98,1,8,2.0,8,false
ord_5fd2325d1b64e3fbfa0951c4,2018-03-25,SP,delivered,2,1,15.00,14.78,1,1,5.0,3,false
ord_c69ca2b79708b42ba73306f2,2018-04-02,SP,delivered,1,1,18.90,13.47,1,1,5.0,10,false
ord_f29f7a00430a2c04a12cb57f,2018-04-02,SP,delivered,1,1,50.00,19.32,1,1,5.0,7,false
ord_1609e6a4a9784ec3d81ba97a,2018-04-05,SP,delivered,1,1,151.90,17.97,1,6,5.0,5,false
ord_f89b0ce7874f8cbaebb51be6,2018-04-05,SP,delivered,1,1,215.00,13.41,1,3,5.0,8,false
ord_4f869fe7ee895a79cb3a1f98,2018-04-08,SP,delivered,1,0,145.90,55.28,1,8,5.0,16,false
ord_d3a7cbe029f5b7932279c2d3,2018-04-10,SP,delivered,1,1,59.90,12.86,1,1,5.0,14,false
ord_244750ee18de3495d323168f,2018-04-15,SP,delivered,2,1,231.00,48.50,1,1,1.0,5,false
ord_cacc7aeddc603cfb46e4cec3,2018-04-16,SP,delivered,1,1,269.90,12.51,1,3,5.0,7,false
ord_2f3b8ce9d61f9f77fbd0da72,2018-05-02,SP,delivered,1,1,39.99,8.29,1,1,5.0,2,false
ord_b0cc3bd5903c84673c46d147,2018-05-02,SP,delivered,1,1,72.00,32.43,1,3,5.0,3,false
ord_edb64f5df07bb5b6d9f94766,2018-05-05,SP,delivered,1,1,206.00,8.63,1,1,5.0,3,false
ord_b70c8b69f114a0db7b9a1421,2018-05-07,SP,delivered,1,1,55.00,11.15,1,1,4.0,3,false
ord_86d361b3a53c107ee0c1ec65,2018-05-10,SP,delivered,1,1,179.97,23.84,1,4,4.0,7,false
ord_b268856753d5f68bfda0f657,2018-05-10,SP,delivered,1,1,64.99,18.71,1,1,5.0,13,false
ord_a07e33808f6b8dfaec9bb0d4,2018-05-13,SP,delivered,1,1,26.90,8.29,1,1,5.0,3,false
ord_068e236f8222f0ff437a520c,2018-05-15,SP,delivered,1,1,79.90,18.44,1,1,5.0,6,false
ord_1c758249a20037eb63be8361,2018-05-18,SP,delivered,1,1,28.00,8.29,1,2,5.0,5,false
ord_ae269f3601493ca023e19560,2018-05-18,SP,delivered,1,1,699.99,27.48,1,10,5.0,19,true
ord_049f274b22a127eedf587d47,2018-05-23,SP,delivered,1,1,38.90,9.44,1,1,5.0,5,false
ord_ba693bf252af348afce80349,2018-05-28,SP,delivered,1,1,24.90,12.79,1,3,5.0,8,false
ord_3391e6331400f479b7ca10de,2018-06-06,SP,delivered,1,1,13.99,7.39,1,1,3.0,2,false
ord_86ee0cac86ffdb398d6098fb,2018-06-08,SP,delivered,1,1,45.90,12.79,1,1,5.0,11,false
ord_98699c8459d107e4f851bdca,2018-06-17,SP,delivered,3,1,47.97,38.37,1,3,4.0,5,false
ord_ab72820dcfed95c887fc0f9d,2018-06-18,SP,delivered,1,1,48.90,9.47,1,1,5.0,4,false
ord_4804b51db130a2d09e013f87,2018-06-20,SP,delivered,1,1,151.30,18.19,1,3,5.0,8,false
ord_55a60820e32205c6ea161426,2018-06-24,SP,delivered,1,1,229.99,18.82,1,8,4.0,9,false
ord_0c6de7ff4a06d4f70fb3ee0f,2018-06-30,SP,delivered,1,1,219.99,24.30,1,1,4.0,6,false
ord_bfac043488754b8e375813ae,2018-07-12,SP,delivered,2,2,128.89,24.34,1,2,3.0,4,false
ord_c46aa707c195a9e4e272b915,2018-07-18,SP,delivered,1,1,95.00,14.98,1,1,5.0,10,false
ord_f35758ba499d4bb330ec3b2d,2018-07-19,SP,delivered,2,1,374.40,49.82,1,10,5.0,6,false
ord_8a5fc4d21885c8695028b6f5,2018-07-21,SP,delivered,1,1,229.90,16.71,1,18,5.0,13,false
ord_bb8b85e6c483111d304e873c,2018-07-21,SP,delivered,1,1,647.00,17.83,1,10,4.0,4,false
ord_0757bec3dd3e14860837e2a1,2018-07-29,SP,delivered,1,1,179.89,13.92,1,8,4.0,5,false
ord_c51b7d1325d0626a2a4741f4,2018-08-01,SP,delivered,1,1,110.32,8.03,1,5,1.0,13,true
ord_0c80542e5073428f8027a1e1,2018-08-02,SP,delivered,1,1,109.00,24.84,1,1,5.0,5,false
ord_156ea97886b9ee0db075797b,2018-08-05,SP,delivered,1,1,138.00,13.63,1,10,5.0,5,false
ord_ba74d254c1e0f0b3d5822ca3,2018-08-06,SP,delivered,2,1,49.80,14.86,1,1,1.0,10,true
ord_1fb491b99bb07f3420953093,2018-08-08,SP,delivered,1,1,145.90,13.68,1,2,4.0,5,false
ord_44642a66d536ced1be65f1e7,2018-08-14,SP,delivered,2,1,77.98,18.98,1,1,5.0,6,false
ord_c36df5f43b0738d9a9a690e9,2018-08-17,SP,delivered,1,1,57.90,13.07,1,2,5.0,5,false
ord_2e275698b3cf9c833653fb39,2018-08-23,SP,delivered,1,1,99.90,19.89,1,2,4.0,7,false
ord_36b64b5a708b9fab01fc6f3b,2018-08-25,SP,delivered,1,1,72.99,9.26,1,1,5.0,3,false
ord_23cd440ff0bfaa3b820f5bd5,2018-08-28,SP,delivered,1,1,29.90,7.47,1,1,5.0,2,false
